genres,revenue,popularity,vote_average,name
3,0,0.67457,5.6,Comedy
3,0,1.243955,6.2,Comedy
3,0,0.048948,6.0,Comedy
3,0,3.320622,6.4,Comedy
3,0,7.052422,5.2,Comedy
3,0,8.701183,7.5,Comedy
3,0,19.83683,6.7,Comedy
3,0,6.722213,6.1,Comedy
3,0,0.036532,0.0,Comedy
3,0,1.948435,6.1,Comedy
3,0,0.408073,3.7,Comedy
3,0,0.020839,6.0,Comedy
3,0,10.826253,6.3,Comedy
3,0,1.680525,6.5,Comedy
3,0,5.497682,7.1,Comedy
3,0,2.353483,5.7,Comedy
3,0,18.251129,4.9,Comedy
3,0,0.002388,0.0,Comedy
3,0,17.815595,3.6,Comedy
3,0,2.213889,5.9,Comedy
3,0,1.68502,6.9,Comedy
3,0,2.391847,4.5,Comedy
3,0,0.948316,7.7,Comedy
3,0,5.20209,5.6,Comedy
3,0,8.542921,6.7,Comedy
3,0,14.298297,5.7,Comedy
3,0,5.06516,6.2,Comedy
3,0,9.954848,6.7,Comedy
3,0,0.367312,6.6,Comedy
3,0,1.334481,6.0,Comedy
3,0,1.190729,6.3,Comedy
3,0,0.783842,3.5,Comedy
3,0,3.638411,4.9,Comedy
3,0,0.060003,8.0,Comedy
3,0,0.098351,8.0,Comedy
3,0,0.0206,4.8,Comedy
3,0,0.108468,4.4,Comedy
3,0,9.055447,5.5,Comedy
3,0,0.678475,6.0,Comedy
3,0,0.383442,5.0,Comedy
3,0,0.047781,0.0,Comedy
3,0,6.004422,5.4,Comedy
3,0,8.148187,3.9,Comedy
3,0,1.998557,6.0,Comedy
3,0,0.021678,0.0,Comedy
3,0,0.002386,0.0,Comedy
3,0,1.6116,5.8,Comedy
3,0,11.329727,5.9,Comedy
3,0,4.826908,6.5,Comedy
3,0,8.109958,6.8,Comedy
3,0,1.473405,5.7,Comedy
3,0,2.275331,5.4,Comedy
3,0,9.265672,4.9,Comedy
3,0,19.694695,4.9,Comedy
3,0,22.573237,5.4,Comedy
3,0,13.191829,6.0,Comedy
3,0,12.340384,5.7,Comedy
3,0,15.20707,5.1,Comedy
3,0,9.225166,5.2,Comedy
3,0,14.837288,6.1,Comedy
3,0,3.000435,7.0,Comedy
3,0,0.153625,5.7,Comedy
3,0,0.328498,5.0,Comedy
3,0,9.110247,6.1,Comedy
3,0,0.061248,6.0,Comedy
3,0,2.651304,6.0,Comedy
3,0,10.861167,6.4,Comedy
3,0,2.952595,4.9,Comedy
3,0,19.412028,5.9,Comedy
3,0,2.659006,5.3,Comedy
3,0,1.292948,5.8,Comedy
3,0,0.218736,4.0,Comedy
3,0,1.65426,4.2,Comedy
3,0,0.459625,4.9,Comedy
3,0,1.354816,4.7,Comedy
3,0,3.433625,6.4,Comedy
3,0,0.039077,4.0,Comedy
3,0,0.082978,4.8,Comedy
3,0,0.920591,7.5,Comedy
3,0,0.003142,0.0,Comedy
3,0,0.339757,5.2,Comedy
3,0,0.957022,6.5,Comedy
3,0,10.639774,5.8,Comedy
3,0,21.549232,5.3,Comedy
3,0,19.998581,5.3,Comedy
3,0,0.280829,5.0,Comedy
3,0,3.418372,3.5,Comedy
3,0,5.023091,5.0,Comedy
3,0,0.108135,7.0,Comedy
3,0,19.705489,6.5,Comedy
3,0,5.498834,7.7,Comedy
3,0,1.453146,6.5,Comedy
3,0,10.292864,4.3,Comedy
3,0,1.186971,3.7,Comedy
3,0,5.870319,6.9,Comedy
3,0,1.776624,4.9,Comedy
3,0,20.362025,5.9,Comedy
3,0,3.56033,4.7,Comedy
3,0,14.18136,5.2,Comedy
3,0,10.149569,5.1,Comedy
3,0,9.054803,5.6,Comedy
3,0,2.184708,3.3,Comedy
3,0,13.476596,6.7,Comedy
3,0,20.935169,7.0,Comedy
3,0,2.088251,5.7,Comedy
3,0,4.293706,5.6,Comedy
3,0,6.138802,6.6,Comedy
3,0,4.221313,6.3,Comedy
3,0,8.204829,6.9,Comedy
3,0,1.946634,6.4,Comedy
3,0,3.535789,5.5,Comedy
3,0,1.569449,4.9,Comedy
3,0,2.149469,4.6,Comedy
3,0,8.945081,6.2,Comedy
3,0,10.19377,7.2,Comedy
3,0,9.229999,6.0,Comedy
3,0,3.269459,4.9,Comedy
3,0,3.199784,5.7,Comedy
3,0,2.25453,5.5,Comedy
3,0,8.711782,6.4,Comedy
3,0,10.424596,5.7,Comedy
3,0,5.499412,7.1,Comedy
3,0,3.193777,6.2,Comedy
3,0,7.251897,4.8,Comedy
3,0,9.70276,6.1,Comedy
3,0,2.244947,4.2,Comedy
3,0,7.612849,7.0,Comedy
3,0,2.872281,7.0,Comedy
3,0,4.382761,3.7,Comedy
3,0,5.293363,6.1,Comedy
3,0,5.2545,5.5,Comedy
3,0,3.810697,5.7,Comedy
3,0,6.579017,4.8,Comedy
3,0,6.904734,5.8,Comedy
3,0,3.455018,5.6,Comedy
3,0,6.335881,5.9,Comedy
3,0,0.587276,2.7,Comedy
3,0,9.590373,6.0,Comedy
3,0,8.893676,7.1,Comedy
3,0,15.212569,6.1,Comedy
3,0,2.881239,3.8,Comedy
3,0,12.150871,6.5,Comedy
3,0,12.283025,5.8,Comedy
3,0,9.887662,5.8,Comedy
3,0,6.557643,6.5,Comedy
3,0,0.49446,5.7,Comedy
3,0,6.574285,4.9,Comedy
3,0,8.067702,6.3,Comedy
3,0,3.810943,5.1,Comedy
3,0,4.240495,5.8,Comedy
3,0,3.528643,6.7,Comedy
3,0,1.874783,6.5,Comedy
3,0,14.182301,5.3,Comedy
3,0,12.309718,6.4,Comedy
3,0,1.82184,4.0,Comedy
3,0,11.238522,4.9,Comedy
3,0,2.226412,5.8,Comedy
3,0,7.668063,5.5,Comedy
3,0,11.423533,6.4,Comedy
3,0,14.15192,5.1,Comedy
3,0,4.105363,6.6,Comedy
3,0,13.462544,5.9,Comedy
3,0,1.86453,4.3,Comedy
3,0,2.597665,5.6,Comedy
3,0,1.265683,5.2,Comedy
3,0,0.086731,5.8,Comedy
3,0,2.242809,6.0,Comedy
3,0,5.675535,6.5,Comedy
3,0,14.190837,6.2,Comedy
3,0,0.553752,6.0,Comedy
3,0,3.753703,6.7,Comedy
3,0,11.847324,7.1,Comedy
3,0,8.747922,6.3,Comedy
3,0,31.763201,5.9,Comedy
3,0,4.093288,5.1,Comedy
3,0,33.758281,7.3,Comedy
3,0,7.410523,4.0,Comedy
3,0,16.051328,6.9,Comedy
3,0,13.525704,5.7,Comedy
3,0,12.963328,5.7,Comedy
3,0,7.964289,4.8,Comedy
3,0,2.388918,7.1,Comedy
3,0,8.387573,6.3,Comedy
3,0,0.12082,5.2,Comedy
3,0,4.448494,6.2,Comedy
3,0,4.04701,5.1,Comedy
3,0,1.446172,6.4,Comedy
3,0,14.813614,4.4,Comedy
3,0,7.708227,5.6,Comedy
3,0,1.89218,6.7,Comedy
3,0,25.302978,7.0,Comedy
3,0,4.63093,5.7,Comedy
3,0,2.27213,6.6,Comedy
3,0,9.066881,6.5,Comedy
3,0,2.695896,5.2,Comedy
3,0,2.678715,6.1,Comedy
3,0,3.582733,6.2,Comedy
3,0,2.24888,6.4,Comedy
3,0,9.779444,6.5,Comedy
3,0,9.164386,6.9,Comedy
3,0,3.603842,6.0,Comedy
3,0,7.594593,6.0,Comedy
3,0,5.359381,4.9,Comedy
3,0,12.60629,6.5,Comedy
3,0,6.2464,6.4,Comedy
3,0,3.444542,4.6,Comedy
3,0,7.710797,6.7,Comedy
3,0,1.416796,4.8,Comedy
3,0,10.131123,5.1,Comedy
3,0,5.831302,6.1,Comedy
3,0,7.377587,5.6,Comedy
3,0,3.94487,3.9,Comedy
3,0,21.801188,6.2,Comedy
3,0,0.304566,5.0,Comedy
3,0,12.335827,5.8,Comedy
3,0,18.20957,6.2,Comedy
3,0,8.312153,4.9,Comedy
3,0,17.327279,6.3,Comedy
3,0,4.176066,6.2,Comedy
3,0,2.23411,6.3,Comedy
3,0,3.919057,4.4,Comedy
3,0,12.18838,6.0,Comedy
3,0,3.084874,4.1,Comedy
3,0,7.314796,4.7,Comedy
3,0,0.627964,6.4,Comedy
3,0,2.85283,6.3,Comedy
3,0,1.259968,4.3,Comedy
3,0,9.085482,6.4,Comedy
3,0,3.064563,3.9,Comedy
3,0,10.955567,4.7,Comedy
3,0,2.631688,5.4,Comedy
3,0,1.388136,4.8,Comedy
3,0,2.849895,6.2,Comedy
3,0,12.898984,6.4,Comedy
3,0,1.769593,6.4,Comedy
3,0,9.681147,6.1,Comedy
3,0,41.089863,7.5,Comedy
3,0,0.116873,4.7,Comedy
3,0,5.112809,5.6,Comedy
3,0,8.288813,6.1,Comedy
3,0,11.158906,5.5,Comedy
3,0,6.27141,6.4,Comedy
3,0,8.962245,6.0,Comedy
3,0,2.596338,6.1,Comedy
3,0,5.025446,6.4,Comedy
3,0,12.4654,5.8,Comedy
3,0,5.770246,6.5,Comedy
3,0,6.329672,6.5,Comedy
3,0,6.015354,5.5,Comedy
3,0,7.250379,6.7,Comedy
3,0,12.067921,5.3,Comedy
3,0,8.710294,4.6,Comedy
3,0,5.842299,5.3,Comedy
3,0,1.800119,5.9,Comedy
3,0,9.87419,6.4,Comedy
3,0,2.857936,5.3,Comedy
3,0,11.592129,5.5,Comedy
3,0,1.000178,8.1,Comedy
3,0,6.684096,6.2,Comedy
3,0,3.352702,5.4,Comedy
3,0,1.068819,7.0,Comedy
3,0,2.201678,6.0,Comedy
3,0,10.364582,5.8,Comedy
3,0,1.923514,5.2,Comedy
3,0,0.936232,5.7,Comedy
3,0,1.807571,7.1,Comedy
3,0,3.408955,5.8,Comedy
3,0,0.541652,4.5,Comedy
3,0,8.010046,5.5,Comedy
3,0,0.964802,2.0,Comedy
3,0,0.595136,5.8,Comedy
3,0,3.115754,5.4,Comedy
3,0,0.593068,5.4,Comedy
3,0,0.068246,6.0,Comedy
3,0,0.502396,5.8,Comedy
3,0,2.503612,4.8,Comedy
3,0,9.317265,6.5,Comedy
3,0,5.644844,3.9,Comedy
3,0,5.377155,7.0,Comedy
3,0,16.536374,6.1,Comedy
3,0,8.618208,6.3,Comedy
3,0,7.615653,5.9,Comedy
3,0,7.315935,6.7,Comedy
3,0,3.898737,6.9,Comedy
3,0,15.376391,5.9,Comedy
3,0,4.117968,6.9,Comedy
3,0,2.855963,6.0,Comedy
3,0,0.548435,6.9,Comedy
3,0,5.90259,6.5,Comedy
3,0,3.347885,5.4,Comedy
3,0,4.348416,7.3,Comedy
3,0,4.310168,6.3,Comedy
3,0,11.387335,6.3,Comedy
3,0,18.428909,5.4,Comedy
3,0,11.870161,6.2,Comedy
3,0,1.735462,4.8,Comedy
3,0,5.576937,5.6,Comedy
3,0,5.753705,6.7,Comedy
3,0,0.371337,5.3,Comedy
3,0,0.431332,5.8,Comedy
3,0,3.120747,6.7,Comedy
3,0,1.75311,5.2,Comedy
3,0,3.750338,5.6,Comedy
3,0,4.682881,6.5,Comedy
3,0,1.569246,5.2,Comedy
3,0,9.011729,6.9,Comedy
3,0,1.580027,6.1,Comedy
3,0,5.016607,5.4,Comedy
3,0,5.325156,6.0,Comedy
3,0,0.68822,3.0,Comedy
3,0,0.194848,0.0,Comedy
3,0,2.436019,7.6,Comedy
3,0,6.74556,5.2,Comedy
3,0,23.666229,6.0,Comedy
3,0,15.913783,5.1,Comedy
3,0,1.35088,6.1,Comedy
3,0,0.18887,6.8,Comedy
3,0,1.975941,6.3,Comedy
3,0,0.008263,0.0,Comedy
3,0,1.737032,2.9,Comedy
3,0,12.036888,5.3,Comedy
3,0,2.144354,3.1,Comedy
3,0,5.735912,7.4,Comedy
3,0,1.918959,6.3,Comedy
3,0,18.568021,5.5,Comedy
3,0,5.73667,5.7,Comedy
3,0,16.52083,6.6,Comedy
3,0,15.011624,6.9,Comedy
3,0,7.185212,5.1,Comedy
3,0,17.943945,5.9,Comedy
3,0,17.834976,5.4,Comedy
3,0,9.166658,4.9,Comedy
3,0,1.026243,5.8,Comedy
3,0,4.103764,3.8,Comedy
3,0,0.982624,3.7,Comedy
3,0,2.747402,5.3,Comedy
3,0,17.932561,5.4,Comedy
3,0,9.060642,5.7,Comedy
3,0,13.655735,5.3,Comedy
3,0,3.379454,5.4,Comedy
3,0,33.296684,5.9,Comedy
3,0,22.001408,6.7,Comedy
3,0,3.21392,5.4,Comedy
3,0,10.787322,6.8,Comedy
3,0,14.072941,7.1,Comedy
3,0,7.050951,5.9,Comedy
3,0,3.784535,6.4,Comedy
3,0,11.349664,5.9,Comedy
3,0,0.356495,10.0,Comedy
3,0,4.448353,4.9,Comedy
3,0,3.653305,5.6,Comedy
3,0,3.865122,4.9,Comedy
3,0,1.391958,7.3,Comedy
3,0,9.451228,6.0,Comedy
3,0,6.404571,5.3,Comedy
3,0,14.925633,6.2,Comedy
3,0,0.816883,4.9,Comedy
3,0,8.792054,3.8,Comedy
3,0,6.847133,5.9,Comedy
3,0,4.61335,6.7,Comedy
3,0,2.809378,6.3,Comedy
3,0,27.197799,7.1,Comedy
3,0,2.636193,5.5,Comedy
3,0,1.688495,7.3,Comedy
3,0,2.135689,7.6,Comedy
3,0,5.214408,5.0,Comedy
3,0,9.842771,4.8,Comedy
3,0,7.829295,7.0,Comedy
3,0,17.98817,6.4,Comedy
3,0,3.159574,6.2,Comedy
3,0,2.645722,4.5,Comedy
3,0,10.982255,6.7,Comedy
3,0,17.662683,6.2,Comedy
3,0,2.894154,6.4,Comedy
3,0,7.553773,5.4,Comedy
3,0,9.927018,5.6,Comedy
3,0,12.379781,6.5,Comedy
3,0,3.029944,6.5,Comedy
3,0,8.628519,6.7,Comedy
3,0,6.379933,5.9,Comedy
3,0,6.908351,4.3,Comedy
3,0,0.669169,6.5,Comedy
3,0,4.25422,7.4,Comedy
3,0,9.371534,5.4,Comedy
3,0,4.647547,6.6,Comedy
3,0,5.754416,5.5,Comedy
3,0,9.750557,6.3,Comedy
3,0,7.878177,5.6,Comedy
3,0,2.634119,6.4,Comedy
3,0,8.496364,5.5,Comedy
3,0,7.667888,6.3,Comedy
3,0,3.500741,6.2,Comedy
3,0,11.60921,5.6,Comedy
3,0,2.387463,7.0,Comedy
3,0,8.618793,4.7,Comedy
3,0,0.40703,0.0,Comedy
3,0,3.673566,4.7,Comedy
3,0,1.985243,6.1,Comedy
3,0,10.619574,7.4,Comedy
3,0,1.963219,3.2,Comedy
3,0,7.864905,5.8,Comedy
3,0,7.321181,4.4,Comedy
3,0,0.28076,4.6,Comedy
3,0,8.816995,6.0,Comedy
3,0,6.249262,6.6,Comedy
3,0,0.177356,6.1,Comedy
3,0,7.057765,5.8,Comedy
3,0,7.326034,4.7,Comedy
3,0,10.006282,5.4,Comedy
3,0,0.217538,5.6,Comedy
3,0,6.368933,7.3,Comedy
3,0,0.137535,1.0,Comedy
3,0,8.39685,6.3,Comedy
3,0,5.87193,6.9,Comedy
3,0,3.572339,5.9,Comedy
3,0,1.903405,5.5,Comedy
3,0,7.901891,6.0,Comedy
3,0,1.88484,5.4,Comedy
3,0,3.810827,5.2,Comedy
3,0,2.083856,5.5,Comedy
3,0,1.116206,5.5,Comedy
3,0,6.759235,5.8,Comedy
3,0,2.909346,4.8,Comedy
3,0,0.805312,4.6,Comedy
3,0,3.562563,5.2,Comedy
3,0,6.308298,6.5,Comedy
3,0,4.070044,6.7,Comedy
3,0,5.079017,5.1,Comedy
3,0,9.85123,6.3,Comedy
17,1845034188,100.025899,7.5,Thriller
17,1513528810,418.708552,6.5,Thriller
17,1108561013,93.004993,6.9,Thriller
17,1084939099,112.31295,7.6,Thriller
17,1004558444,187.322927,8.2,Thriller
17,825532764,167.58371,8.1,Thriller
17,767820459,45.313197,6.5,Thriller
17,752100229,206.227151,6.6,Thriller
17,738599701,70.78591,6.7,Thriller
17,716392705,110.153618,7.3,Thriller
17,710644566,243.791743,7.3,Thriller
17,694713380,77.77477,6.8,Thriller
17,682330139,114.522237,7.1,Thriller
17,672806292,73.085576,7.7,Thriller
17,626137675,7.255718,7.1,Thriller
17,599045960,88.935165,7.3,Thriller
17,591739379,48.572726,6.2,Thriller
17,586090727,107.928811,6.1,Thriller
17,585349010,70.867401,6.9,Thriller
17,571006128,98.755657,5.2,Thriller
17,553799566,58.485967,6.4,Thriller
17,546388105,54.931334,5.9,Thriller
17,544272402,41.380094,6.2,Thriller
17,532950503,100.635882,7.3,Thriller
17,531865000,81.834855,6.7,Thriller
17,520000000,101.74155,7.7,Thriller
17,505000000,41.967005,6.9,Thriller
17,482860185,138.433168,7.0,Thriller
17,478207520,44.635452,6.5,Thriller
17,470654000,50.152327,7.5,Thriller
17,470490832,100.412364,6.0,Thriller
17,459359555,3.857526,6.3,Thriller
17,457696359,75.290998,6.7,Thriller
17,450717150,60.929352,7.2,Thriller
17,442824138,45.381501,7.3,Thriller
17,441306145,47.584643,7.5,Thriller
17,440603537,202.042635,5.8,Thriller
17,435000000,69.405188,5.9,Thriller
17,431971116,54.159392,5.8,Thriller
17,424988211,73.313918,6.4,Thriller
17,415484914,62.641286,5.9,Thriller
17,411006740,26.576385,6.1,Thriller
17,408247917,28.848187,6.4,Thriller
17,407711549,2.871739,6.8,Thriller
17,397850012,63.079003,6.5,Thriller
17,383531464,48.93337,6.4,Thriller
17,378882411,38.729418,6.8,Thriller
17,378858340,434.278564,7.2,Thriller
17,376141306,49.353524,6.1,Thriller
17,373062864,5.954334,6.2,Thriller
17,371876278,59.325589,5.4,Thriller
17,371353001,71.862892,5.9,Thriller
17,369330363,143.041543,7.9,Thriller
17,368875760,54.884297,7.2,Thriller
17,368780809,1.859364,5.7,Thriller
17,366101666,51.881077,6.9,Thriller
17,362744280,76.840712,6.4,Thriller
17,362211740,51.188633,5.6,Thriller
17,361832400,39.604363,6.0,Thriller
17,358372926,65.948959,7.1,Thriller
17,356613439,67.447636,6.5,Thriller
17,352194034,59.824565,6.6,Thriller
17,348319861,131.815575,7.0,Thriller
17,347451894,58.849256,6.4,Thriller
17,347325802,35.814765,6.4,Thriller
17,335062621,51.469576,6.9,Thriller
17,334901337,51.535701,6.7,Thriller
17,333932083,60.269279,7.3,Thriller
17,333011068,42.887121,6.0,Thriller
17,327803731,91.285683,7.3,Thriller
17,327311859,79.579532,8.1,Thriller
17,325771424,88.844777,6.1,Thriller
17,321731527,36.172182,6.4,Thriller
17,320145693,16.742972,6.6,Thriller
17,319131050,72.595961,7.9,Thriller
17,318000141,49.975409,7.4,Thriller
17,315156409,36.38795,6.2,Thriller
17,312573423,53.732892,6.1,Thriller
17,311312624,42.069993,6.5,Thriller
17,309492681,16.411345,6.4,Thriller
17,304654182,65.402595,5.2,Thriller
17,303025485,64.928382,5.5,Thriller
17,302469017,32.852443,5.6,Thriller
17,300400432,38.653969,6.3,Thriller
17,295238201,103.718387,6.2,Thriller
17,294804195,81.914696,7.8,Thriller
17,293329073,48.829437,6.2,Thriller
17,289847354,63.429157,7.9,Thriller
17,289047763,60.810723,5.4,Thriller
17,288500217,53.213931,7.2,Thriller
17,286140700,67.33767,6.4,Thriller
17,285444603,24.855701,6.3,Thriller
17,278731369,41.426678,6.0,Thriller
17,277448382,46.217769,5.8,Thriller
17,276572938,90.33681,6.0,Thriller
17,274703340,41.498631,5.7,Thriller
17,274470394,77.580661,6.0,Thriller
17,273339556,38.068736,6.3,Thriller
17,272742922,18.174804,8.1,Thriller
17,270248367,23.736535,6.6,Thriller
17,266586800,21.638673,4.6,Thriller
17,264105545,40.20395,5.6,Thriller
17,263920180,109.528572,7.3,Thriller
17,260095987,37.069253,6.6,Thriller
17,258270008,73.82289,6.4,Thriller
17,258022233,22.57178,6.1,Thriller
17,256697520,27.491891,6.2,Thriller
17,255000211,26.19909,6.1,Thriller
17,250649836,41.207568,6.7,Thriller
17,248118121,42.006908,6.9,Thriller
17,245676146,46.075037,6.8,Thriller
17,242295562,24.507987,5.6,Thriller
17,240031094,57.69847,6.6,Thriller
17,237202299,52.995628,6.1,Thriller
17,236350661,10.520961,6.2,Thriller
17,233555708,145.364591,8.0,Thriller
17,233093859,41.890722,5.2,Thriller
17,232617430,47.651083,7.2,Thriller
17,232324128,62.01056,7.1,Thriller
17,230685453,23.496054,6.0,Thriller
17,228738393,46.834704,5.2,Thriller
17,226830568,80.879032,7.2,Thriller
17,224012234,45.154631,6.5,Thriller
17,223387299,32.05145,6.1,Thriller
17,222809600,83.295796,6.8,Thriller
17,219851172,51.872839,5.1,Thriller
17,218340595,56.868399,6.3,Thriller
17,217764291,44.815022,7.0,Thriller
17,215887717,18.832471,6.4,Thriller
17,215663859,13.318744,5.9,Thriller
17,214034224,86.476817,7.3,Thriller
17,214015089,15.064058,5.9,Thriller
17,213928762,121.463076,8.3,Thriller
17,210308099,29.887404,5.9,Thriller
17,209196298,10.083905,6.7,Thriller
17,208076205,34.773106,6.3,Thriller
17,207515725,25.170217,6.9,Thriller
17,207283925,6.909942,6.6,Thriller
17,206172544,61.025639,6.1,Thriller
17,205754447,61.849521,5.8,Thriller
17,205405498,26.82041,7.5,Thriller
17,205366737,39.004588,6.4,Thriller
17,203388341,27.299301,6.5,Thriller
17,203277636,54.81489,6.1,Thriller
17,200276000,38.832842,6.7,Thriller
17,199200000,46.212155,7.2,Thriller
17,196397415,53.043124,6.5,Thriller
17,195312802,26.090746,6.3,Thriller
17,195268056,17.923254,6.3,Thriller
17,193000000,22.392544,5.9,Thriller
17,192330738,79.922059,7.1,Thriller
17,191185897,23.331459,6.2,Thriller
17,190213455,28.200874,5.6,Thriller
17,189859560,30.397496,6.3,Thriller
17,189198313,18.59991,6.6,Thriller
17,189015611,31.294717,5.7,Thriller
17,187884007,19.636044,5.9,Thriller
17,187500000,25.633663,6.2,Thriller
17,185438673,27.17347,6.6,Thriller
17,184376254,45.220386,7.3,Thriller
17,183474602,35.695442,5.8,Thriller
17,183316455,67.66094,7.7,Thriller
17,182300000,27.714043,7.0,Thriller
17,182290266,16.302378,5.2,Thriller
17,181674817,21.133748,5.5,Thriller
17,181001478,49.078546,7.3,Thriller
17,180274123,47.559928,7.0,Thriller
17,179265204,47.436675,5.7,Thriller
17,178127760,16.90444,5.7,Thriller
17,178066569,46.887983,6.3,Thriller
17,178051587,19.637704,6.3,Thriller
17,177841558,19.439386,6.2,Thriller
17,177512032,22.789649,5.7,Thriller
17,173930596,60.231382,6.7,Thriller
17,171600000,53.645267,7.7,Thriller
17,170877916,52.792678,7.3,Thriller
17,170764026,46.942396,6.4,Thriller
17,170362582,16.582709,5.5,Thriller
17,167805466,37.698465,6.3,Thriller
17,165615285,16.245068,7.3,Thriller
17,165478348,48.445978,7.2,Thriller
17,164508066,23.336875,4.1,Thriller
17,163876815,33.124871,6.1,Thriller
17,163403799,20.501582,4.9,Thriller
17,162949164,37.68056,6.5,Thriller
17,162945894,24.697533,5.9,Thriller
17,162944923,18.69984,6.2,Thriller
17,161777836,30.465138,6.4,Thriller
17,161626121,17.457947,6.7,Thriller
17,161451538,32.233713,5.4,Thriller
17,161025640,59.428223,6.2,Thriller
17,160602194,20.566554,5.8,Thriller
17,160078586,35.6585,6.0,Thriller
17,160000000,23.380757,5.8,Thriller
17,159330280,19.747459,6.1,Thriller
17,159212469,16.681269,5.8,Thriller
17,158733820,66.003433,7.2,Thriller
17,158468292,8.282876,6.1,Thriller
17,157387195,20.334629,7.0,Thriller
17,157107755,32.363538,6.6,Thriller
17,156822020,31.242999,7.6,Thriller
17,156505388,56.811056,5.5,Thriller
17,156167015,28.22119,5.9,Thriller
17,155464351,15.835672,6.3,Thriller
17,155446362,32.693093,5.9,Thriller
17,155010032,67.169587,6.2,Thriller
17,154648887,18.927463,7.0,Thriller
17,154026136,24.218358,7.0,Thriller
17,152944660,33.8473,7.2,Thriller
17,152427960,27.230493,6.0,Thriller
17,152266007,25.219805,7.0,Thriller
17,152159461,50.622607,7.6,Thriller
17,152022101,10.755847,5.0,Thriller
17,151493655,33.884459,6.5,Thriller
17,151161491,24.862767,6.2,Thriller
17,150270147,22.769108,5.7,Thriller
17,150166126,40.597856,6.2,Thriller
17,150000000,25.6713,7.0,Thriller
17,149705852,18.345613,6.1,Thriller
17,149295601,37.084384,7.4,Thriller
17,149217355,48.622278,4.7,Thriller
17,147332697,59.19888,7.1,Thriller
17,147080413,36.788745,6.1,Thriller
17,145000000,64.504747,6.6,Thriller
17,144492830,43.450266,5.9,Thriller
17,144216468,32.602868,6.3,Thriller
17,144056873,41.362082,6.3,Thriller
17,143049560,27.166757,6.8,Thriller
17,141591324,27.303608,5.8,Thriller
17,141407024,33.872182,6.5,Thriller
17,141195658,31.036,6.5,Thriller
17,140807547,15.350451,5.9,Thriller
17,140767956,66.169628,7.5,Thriller
17,139352633,29.244768,5.9,Thriller
17,137551594,38.820858,6.2,Thriller
17,136982834,22.179658,6.5,Thriller
17,136885767,27.684779,4.7,Thriller
17,136766062,59.194915,7.1,Thriller
17,133718711,33.507289,5.5,Thriller
17,132820716,38.306954,6.7,Thriller
17,132511035,84.630969,7.7,Thriller
17,132274484,36.605246,5.6,Thriller
17,130786397,38.643914,6.5,Thriller
17,130358911,29.035222,6.9,Thriller
17,130293714,45.299089,7.3,Thriller
17,128905366,49.660055,5.7,Thriller
17,128884132,15.772081,6.3,Thriller
17,128798265,31.385257,7.0,Thriller
17,127869379,26.60772,6.5,Thriller
17,127730736,43.675191,6.1,Thriller
17,127666415,18.096884,6.1,Thriller
17,126690726,49.593978,7.2,Thriller
17,126248813,47.649554,6.0,Thriller
17,126216940,24.860326,7.7,Thriller
17,125586134,27.654472,5.6,Thriller
17,125212904,63.071046,7.2,Thriller
17,124881062,47.812466,7.2,Thriller
17,122915111,44.478043,6.7,Thriller
17,122644820,18.228538,6.1,Thriller
17,122444772,36.664991,5.9,Thriller
17,122126687,88.496873,7.9,Thriller
17,121969216,17.231675,5.8,Thriller
17,121214377,58.782359,6.7,Thriller
17,120175290,41.570047,7.3,Thriller
17,120000000,14.779041,6.4,Thriller
17,119137784,14.382253,6.3,Thriller
17,119100758,60.829621,6.2,Thriller
17,118587880,53.727146,6.1,Thriller
17,118063304,20.913852,5.9,Thriller
17,118000000,19.711951,6.3,Thriller
17,117760134,31.690456,6.6,Thriller
17,117698894,71.124686,7.3,Thriller
17,117615211,17.746719,6.4,Thriller
17,116672912,20.089933,6.0,Thriller
17,116643346,34.052253,5.8,Thriller
17,116019547,34.634181,6.3,Thriller
17,115101622,15.585138,6.4,Thriller
17,113857533,32.943848,5.9,Thriller
17,113714830,41.322708,6.8,Thriller
17,113309743,11.106006,4.4,Thriller
17,113280098,37.507136,6.5,Thriller
17,113006880,35.4763,5.8,Thriller
17,111584787,28.675891,6.5,Thriller
17,111340801,49.020045,6.4,Thriller
17,110627965,23.218144,5.6,Thriller
17,109676311,74.440708,8.0,Thriller
17,109423648,62.925175,7.5,Thriller
17,108782847,82.975841,6.6,Thriller
17,108609310,20.063165,5.8,Thriller
17,108286421,53.698683,6.8,Thriller
17,108047131,30.205943,6.0,Thriller
17,107196498,19.643365,5.5,Thriller
17,106303988,23.935053,5.5,Thriller
17,105316267,40.138009,5.6,Thriller
17,105200903,29.041198,6.2,Thriller
17,105178561,21.252797,6.1,Thriller
17,104931801,94.184658,7.9,Thriller
17,104876233,52.081131,7.3,Thriller
17,104324083,13.080725,5.6,Thriller
17,104303851,45.946524,6.2,Thriller
17,104155843,25.413955,6.0,Thriller
17,103738726,7.859226,5.9,Thriller
17,103039258,58.991388,5.9,Thriller
17,102825796,19.525659,5.7,Thriller
17,102244770,27.465433,7.0,Thriller
17,101758490,13.152822,4.6,Thriller
17,101646581,13.308127,5.5,Thriller
17,100860818,12.971122,6.2,Thriller
17,100020092,11.596207,6.0,Thriller
17,100000000,33.142185,6.6,Thriller
17,99965753,42.669304,5.9,Thriller
17,99423521,19.286099,4.1,Thriller
