genres,revenue,popularity,vote_average,name
6,186438883,35.580032,7.3,Drama
6,185770160,32.319043,7.0,Drama
6,184376254,45.220386,7.3,Drama
6,183018522,48.126297,5.5,Drama
6,182016617,17.606087,7.3,Drama
6,181674817,21.133748,5.5,Drama
6,181001478,49.078546,7.3,Drama
6,180274123,47.559928,7.0,Drama
6,179213434,57.374341,7.4,Drama
6,178051587,19.637704,6.3,Drama
6,178043761,44.135568,7.5,Drama
6,177841558,19.439386,6.2,Drama
6,177584879,29.505574,7.0,Drama
6,177394432,23.607392,7.2,Drama
6,177259441,26.253357,6.2,Drama
6,177243185,40.903931,6.7,Drama
6,175372502,31.305336,7.0,Drama
6,174600318,74.417456,8.0,Drama
6,173567581,57.773583,7.3,Drama
6,173013509,24.598479,6.7,Drama
6,171600000,53.645267,7.7,Drama
6,171120329,55.249434,7.2,Drama
6,170877916,52.792678,7.3,Drama
6,170128460,14.231899,5.9,Drama
6,168167691,41.472404,7.5,Drama
6,167298192,39.019229,5.6,Drama
6,167221571,35.897151,6.1,Drama
6,165615285,16.245068,7.3,Drama
6,165478348,48.445978,7.2,Drama
6,164602163,60.467984,6.0,Drama
6,163733697,19.500893,5.3,Drama
6,163720069,31.941347,6.5,Drama
6,163670000,33.704181,6.7,Drama
6,163442937,43.055253,7.3,Drama
6,162945894,24.697533,5.9,Drama
6,162242962,16.595874,7.3,Drama
6,162091208,27.870312,7.1,Drama
6,161772375,42.213765,6.5,Drama
6,161626121,17.457947,6.7,Drama
6,161451538,32.233713,5.4,Drama
6,161001698,25.949277,6.7,Drama
6,160638883,26.952727,7.2,Drama
6,159616327,28.500913,7.9,Drama
6,159291809,25.060342,6.6,Drama
6,158468292,8.282876,6.1,Drama
6,157387195,20.334629,7.0,Drama
6,156844753,19.167377,6.5,Drama
6,156835339,29.489274,6.9,Drama
6,156822020,31.242999,7.6,Drama
6,155760117,68.717016,7.6,Drama
6,155721132,30.445257,6.5,Drama
6,155545279,13.788422,6.0,Drama
6,155464351,15.835672,6.3,Drama
6,155446362,32.693093,5.9,Drama
6,154984035,43.873266,5.8,Drama
6,154937680,14.486311,6.6,Drama
6,154906693,19.738215,5.6,Drama
6,154648887,18.927463,7.0,Drama
6,154026136,24.218358,7.0,Drama
6,153962963,59.634029,6.7,Drama
6,152944660,33.8473,7.2,Drama
6,152500343,28.727731,6.8,Drama
6,152266007,25.219805,7.0,Drama
6,152036382,15.039407,6.2,Drama
6,152022101,10.755847,5.0,Drama
6,151668774,20.716023,6.9,Drama
6,151493655,33.884459,6.5,Drama
6,151161491,24.862767,6.2,Drama
6,150962475,41.796339,5.9,Drama
6,150816700,28.973074,6.5,Drama
6,150270147,22.769108,5.7,Drama
6,150166126,40.597856,6.2,Drama
6,149705852,18.345613,6.1,Drama
6,149295601,37.084384,7.4,Drama
6,148336445,14.824166,6.7,Drama
6,147298761,41.493042,6.7,Drama
6,146292009,17.571533,7.7,Drama
6,145793296,19.585801,7.0,Drama
6,145000000,64.504747,6.6,Drama
6,144216468,32.602868,6.3,Drama
6,144056873,41.362082,6.3,Drama
6,142940100,36.069611,6.9,Drama
6,142851197,37.990705,7.0,Drama
6,141047179,7.027139,5.9,Drama
6,140807547,15.350451,5.9,Drama
6,140470746,29.775441,6.7,Drama
6,140464664,34.070054,5.9,Drama
6,140000000,19.326115,6.9,Drama
6,138530565,49.802914,7.5,Drama
6,137587063,40.646102,7.0,Drama
6,137551594,38.820858,6.2,Drama
6,136982834,22.179658,6.5,Drama
6,136836156,21.258991,6.9,Drama
6,136766062,59.194915,7.1,Drama
6,136706683,25.996219,7.4,Drama
6,135330182,25.785925,6.9,Drama
6,135000000,20.898711,7.2,Drama
6,134748021,23.25645,5.8,Drama
6,133821816,33.439187,6.0,Drama
6,133432856,29.943316,7.3,Drama
6,133346506,57.518472,7.3,Drama
6,132820716,38.306954,6.7,Drama
6,132180323,42.551902,7.1,Drama
6,131457682,16.92991,7.0,Drama
6,130482868,73.872343,6.6,Drama
6,130358911,29.035222,6.9,Drama
6,130293714,45.299089,7.3,Drama
6,129540499,22.853006,6.6,Drama
6,129266061,33.369305,7.4,Drama
6,129000000,28.227984,6.6,Drama
6,128798265,31.385257,7.0,Drama
6,128499205,13.864975,7.0,Drama
6,127814609,14.8375,7.1,Drama
6,127730736,43.675191,6.1,Drama
6,127666415,18.096884,6.1,Drama
6,127600435,19.143321,5.9,Drama
6,126690726,49.593978,7.2,Drama
6,126216940,24.860326,7.7,Drama
6,124731534,21.743321,7.2,Drama
6,124305181,18.102572,6.6,Drama
6,124272124,42.191509,7.8,Drama
6,123922370,18.362333,7.1,Drama
6,123726688,61.182331,7.8,Drama
6,123384128,19.113278,6.8,Drama
6,122919055,46.199482,7.6,Drama
6,122513057,29.660993,6.3,Drama
6,122233971,23.85119,7.0,Drama
6,122126687,88.496873,7.9,Drama
6,121969216,17.231675,5.8,Drama
6,121545703,9.568884,5.9,Drama
6,121147947,36.58383,7.7,Drama
6,120455994,24.287306,6.7,Drama
6,120175290,41.570047,7.3,Drama
6,120081841,38.629763,6.5,Drama
6,120072577,50.587541,8.0,Drama
6,119723856,45.66662,7.3,Drama
6,119269486,21.605568,5.7,Drama
6,119137784,14.382253,6.3,Drama
6,119100758,60.829621,6.2,Drama
6,119000410,18.70031,6.5,Drama
6,118880016,10.81051,5.8,Drama
6,117831631,50.561849,5.2,Drama
6,117760134,31.690456,6.6,Drama
6,117615211,17.746719,6.4,Drama
6,117487473,36.670399,6.6,Drama
6,117235147,72.19808,7.5,Drama
6,116766556,34.160448,7.2,Drama
6,116700000,17.681707,7.1,Drama
6,116672912,20.089933,6.0,Drama
6,116112375,40.06688,7.8,Drama
6,115922175,32.105328,7.2,Drama
6,115603229,55.109138,7.7,Drama
6,115505027,22.636908,6.7,Drama
6,114977104,19.402816,6.6,Drama
6,114956699,23.3784,6.2,Drama
6,114830111,29.88736,6.5,Drama
6,114281051,12.967137,5.8,Drama
6,114194847,45.477802,6.7,Drama
6,114156230,16.801218,6.7,Drama
6,113309743,11.106006,4.4,Drama
6,113280098,37.507136,6.5,Drama
6,113020255,27.50916,7.3,Drama
6,113019290,33.923786,7.2,Drama
6,113006880,35.4763,5.8,Drama
6,112544580,31.957947,7.3,Drama
6,111858363,12.854853,7.4,Drama
6,110879513,11.47316,6.7,Drama
6,110627965,23.218144,5.6,Drama
6,110206216,46.180421,7.0,Drama
6,110000000,20.428237,7.4,Drama
6,109676311,74.440708,8.0,Drama
6,109502303,23.425431,6.9,Drama
6,109423648,62.925175,7.5,Drama
6,108981275,127.525581,8.2,Drama
6,108539911,24.100863,7.3,Drama
6,108286421,53.698683,6.8,Drama
6,108047131,30.205943,6.0,Drama
6,107879496,11.056763,6.5,Drama
6,106269971,6.775294,6.9,Drama
6,105834556,19.925026,6.7,Drama
6,105200903,29.041198,6.2,Drama
6,105197635,13.365715,5.8,Drama
6,105173115,50.670253,6.4,Drama
6,104876233,52.081131,7.3,Drama
6,104303851,45.946524,6.2,Drama
6,103215094,89.811154,7.4,Drama
6,103039258,58.991388,5.9,Drama
6,102825796,19.525659,5.7,Drama
6,102820008,20.236951,6.6,Drama
6,102308889,24.499996,7.4,Drama
6,102244770,27.465433,7.0,Drama
6,102000000,45.616098,7.0,Drama
6,101332962,11.150261,6.0,Drama
6,101229792,37.492928,6.7,Drama
6,101134059,29.876507,6.4,Drama
6,100860818,12.971122,6.2,Drama
6,100853753,146.757391,8.3,Drama
6,100523181,14.793177,7.5,Drama
6,100230832,23.127561,6.8,Drama
6,100138851,46.727941,6.8,Drama
6,100129872,29.019504,7.4,Drama
6,100000000,6.889437,4.7,Drama
6,99965753,42.669304,5.9,Drama
6,99357138,26.811541,6.8,Drama
6,99206215,34.694216,7.0,Drama
6,99067206,9.59729,7.5,Drama
6,98837872,46.049902,6.3,Drama
6,98410061,28.223163,7.2,Drama
6,98126565,40.072583,7.2,Drama
6,97837138,38.018085,6.7,Drama
6,96889998,32.227223,6.6,Drama
6,96408652,32.758254,6.7,Drama
6,96105964,21.394281,6.2,Drama
6,96047633,11.492474,5.8,Drama
6,95714875,24.09152,7.1,Drama
6,95696996,37.378081,6.9,Drama
6,95404397,6.63839,6.7,Drama
6,95311434,12.516546,7.1,Drama
6,95149435,30.002907,6.0,Drama
6,95020213,31.884559,6.8,Drama
6,95000000,52.786917,7.6,Drama
6,94882889,30.254021,6.4,Drama
6,94061311,29.608322,5.3,Drama
6,94000000,16.871194,6.3,Drama
6,93820758,50.767332,6.5,Drama
6,93617009,31.019381,7.2,Drama
6,93525586,29.257137,6.6,Drama
6,92991835,18.961323,6.5,Drama
6,92921203,18.422323,6.1,Drama
6,92863945,21.064082,7.1,Drama
6,92823546,18.430419,7.3,Drama
6,92542418,26.071644,7.2,Drama
6,92180910,32.445895,7.7,Drama
6,91974818,29.105407,6.4,Drama
6,91753202,24.012986,6.0,Drama
6,91709827,65.364452,7.3,Drama
6,91196419,14.447723,5.6,Drama
6,91038276,9.969624,6.3,Drama
6,90815558,28.456572,6.9,Drama
6,90565421,45.514031,6.2,Drama
6,90508336,3.107371,6.4,Drama
6,90247624,33.003828,7.7,Drama
6,89800000,21.933822,7.3,Drama
6,89519773,22.863516,6.9,Drama
6,89460381,49.973462,8.0,Drama
6,88880821,27.898438,7.3,Drama
6,88489643,27.65527,6.7,Drama
6,88346473,41.503588,7.8,Drama
6,87754044,11.693272,6.8,Drama
6,87713825,18.866672,6.7,Drama
6,87100449,74.817641,7.8,Drama
6,86915017,36.960953,7.1,Drama
6,86758912,64.238688,6.7,Drama
6,86658558,26.123705,6.5,Drama
6,85978266,17.592299,6.3,Drama
6,85632458,27.055085,6.4,Drama
6,85582407,19.747809,7.3,Drama
6,85512300,64.610671,6.1,Drama
6,85412898,26.072228,7.0,Drama
6,85306374,30.669913,7.3,Drama
6,85000000,26.967494,7.9,Drama
6,84785914,51.970905,7.3,Drama
6,84606030,28.069419,6.0,Drama
6,84146832,22.049787,5.8,Drama
6,84025816,55.424027,7.2,Drama
6,83719388,42.472324,7.2,Drama
6,83304330,7.623979,7.4,Drama
6,83282296,28.350529,7.4,Drama
6,83258226,90.809408,7.6,Drama
6,82966152,31.856589,6.2,Drama
6,82466670,20.679652,6.8,Drama
6,82394288,63.848541,5.8,Drama
6,82169884,6.567065,6.0,Drama
6,82150642,14.179538,7.1,Drama
6,80049764,19.043286,7.0,Drama
6,80035402,25.03414,6.4,Drama
6,79700000,27.009723,5.8,Drama
6,79384880,11.086001,7.4,Drama
6,78874843,31.162838,7.3,Drama
6,78382433,18.827753,5.5,Drama
6,78054825,49.294864,7.4,Drama
6,77944725,23.663713,6.2,Drama
6,77737889,35.227212,7.4,Drama
6,77628265,18.714197,5.8,Drama
6,77566815,23.197408,6.3,Drama
6,77278331,48.552871,6.4,Drama
6,77208711,37.817905,7.9,Drama
6,77000000,10.248439,6.7,Drama
6,77000000,9.476999,6.5,Drama
6,76669806,23.234651,7.3,Drama
6,76586316,57.84156,7.4,Drama
6,76578641,22.054546,6.2,Drama
6,76488889,26.58873,6.5,Drama
6,76286096,17.50138,6.9,Drama
6,76270454,38.272889,7.6,Drama
6,76000000,3.123583,5.9,Drama
6,75993061,20.317469,6.5,Drama
6,75902208,23.449703,6.6,Drama
6,75781642,10.297189,6.2,Drama
6,75715436,26.792794,5.3,Drama
6,75597042,11.263361,6.5,Drama
6,75511123,6.92205,6.1,Drama
6,75505856,37.776566,7.1,Drama
6,75395048,26.595983,7.3,Drama
6,75225693,20.360549,6.7,Drama
6,74901339,24.657931,6.2,Drama
6,74787599,3.845231,5.9,Drama
6,74608570,4.137237,5.3,Drama
6,74541707,10.99991,6.2,Drama
6,74237563,15.274137,6.6,Drama
6,74188937,20.561682,6.9,Drama
6,74000000,3.698276,6.8,Drama
6,73956241,20.825781,7.2,Drama
6,73276047,10.446722,7.3,Drama
6,73174566,18.380176,5.9,Drama
6,72258126,56.481487,7.9,Drama
6,72070731,20.786616,7.4,Drama
6,71561644,74.64653,6.3,Drama
6,71485043,21.891078,6.8,Drama
6,71441250,24.13081,7.4,Drama
6,71073932,36.689223,4.7,Drama
6,71009334,35.022029,5.0,Drama
6,71000000,13.244365,6.7,Drama
6,70906973,52.744331,7.4,Drama
6,70000000,34.938177,7.9,Drama
6,69995385,41.286336,7.8,Drama
6,69959751,35.387874,7.4,Drama
6,69823199,45.149948,6.5,Drama
6,69411370,42.526529,7.0,Drama
6,69131860,11.356079,5.2,Drama
6,69055695,18.47242,6.0,Drama
6,68929150,26.38704,6.5,Drama
6,68896829,25.520976,5.7,Drama
6,68706993,19.195399,7.0,Drama
6,68673228,24.47248,7.2,Drama
6,68369434,25.454549,5.5,Drama
6,68263166,41.083914,7.6,Drama
6,68106245,19.258041,7.0,Drama
6,67800064,9.175762,5.9,Drama
6,67738090,14.838986,5.6,Drama
6,67347013,14.199933,6.8,Drama
6,67200000,25.041992,6.3,Drama
6,67192859,11.62423,4.6,Drama
6,67182787,3.826685,7.2,Drama
6,67112664,14.780634,5.2,Drama
6,66980456,53.811461,6.4,Drama
6,66976317,21.084542,6.2,Drama
6,66787908,29.023184,7.4,Drama
6,66122026,29.533437,7.1,Drama
6,65900249,23.9366,6.7,Drama
6,65884703,70.105981,8.0,Drama
6,65754228,19.372805,6.4,Drama
6,65705772,21.988861,6.8,Drama
6,65663276,82.052056,7.4,Drama
6,65569869,18.666876,6.3,Drama
6,65464324,18.632156,5.8,Drama
6,65070412,6.501815,5.6,Drama
6,64822796,30.387754,6.6,Drama
6,64445708,7.534003,7.0,Drama
6,64256513,13.581966,6.7,Drama
6,64088552,19.231507,7.3,Drama
6,64076736,19.947265,6.3,Drama
6,63781810,14.046705,6.1,Drama
6,63647656,39.006187,5.7,Drama
6,63464861,35.735689,7.3,Drama
6,63372757,48.237797,6.4,Drama
6,63215872,9.789027,6.0,Drama
6,63100000,31.364901,6.1,Drama
6,63013281,41.946523,7.3,Drama
6,62616646,22.975918,5.5,Drama
6,62548947,8.839651,6.9,Drama
6,62172050,8.884318,6.9,Drama
6,62112895,9.061866,5.5,Drama
6,62076141,39.337949,7.2,Drama
6,61619773,21.204929,7.3,Drama
6,61489265,24.114459,6.3,Drama
6,61458982,20.199057,5.7,Drama
6,61347797,14.113066,6.0,Drama
6,61181942,37.335721,6.9,Drama
6,61141030,6.703319,4.7,Drama
6,60965854,33.785969,6.5,Drama
6,60896147,20.252143,4.8,Drama
6,60740827,34.628738,6.9,Drama
6,60722734,45.610993,7.2,Drama
6,60527873,18.913,6.2,Drama
6,60474340,22.364549,6.5,Drama
6,60427839,32.243357,7.2,Drama
6,60378584,19.683187,7.0,Drama
6,60328000,21.620317,6.7,Drama
6,60289912,26.153669,7.3,Drama
6,60251371,9.525037,6.8,Drama
6,60209334,20.58862,5.3,Drama
6,60161391,13.391833,6.0,Drama
6,60052138,40.721373,5.6,Drama
6,60000000,6.92592,7.0,Drama
6,59901913,14.029012,5.9,Drama
6,59520298,7.722021,6.3,Drama
6,59418613,23.515938,6.0,Drama
6,59389433,16.629173,7.0,Drama
6,59192128,21.729434,5.5,Drama
6,58972904,10.439971,6.8,Drama
6,58900031,6.22577,5.9,Drama
6,58853106,22.585384,5.8,Drama
6,58785180,22.491388,6.1,Drama
6,58000000,15.639016,6.5,Drama
6,57588485,4.748929,6.2,Drama
6,57504069,17.705671,7.4,Drama
6,57479076,17.7091,6.1,Drama
6,57469467,20.747994,6.4,Drama
6,57231524,5.882208,6.0,Drama
6,57223890,23.438398,6.0,Drama
6,56714147,16.167093,6.0,Drama
6,56702901,10.147321,6.1,Drama
6,56505065,30.537845,7.4,Drama
6,56489558,12.837116,5.8,Drama
6,56309766,11.135734,5.5,Drama
6,56308881,36.921445,7.4,Drama
6,56298474,18.422327,7.3,Drama
6,56255142,43.644978,7.8,Drama
6,55707411,24.313684,7.0,Drama
6,55495563,14.993459,6.1,Drama
6,55260558,6.537986,7.1,Drama
6,55247881,31.066874,6.9,Drama
6,55198285,59.454473,7.9,Drama
6,55184721,2.005111,6.1,Drama
6,55157539,14.733513,6.1,Drama
6,54926886,14.518708,6.5,Drama
6,54700105,35.099611,6.1,Drama
6,54674226,43.862456,6.5,Drama
6,54667954,15.611857,5.4,Drama
6,54600000,17.717681,6.8,Drama
6,54586584,30.909699,7.1,Drama
6,54215416,6.847099,6.8,Drama
6,53977250,7.980632,7.4,Drama
6,53854588,10.731574,5.9,Drama
6,53825515,9.357734,5.1,Drama
6,53653224,32.26789,7.1,Drama
6,53587404,4.822033,4.0,Drama
6,53478166,54.550275,7.3,Drama
6,53181600,61.309619,6.2,Drama
6,53000000,47.51363,7.5,Drama
6,52597999,41.638961,6.0,Drama
6,52501541,42.952942,7.0,Drama
6,52424533,6.967857,6.7,Drama
6,52322400,8.927137,6.1,Drama
6,52293982,17.3393,6.7,Drama
6,52287414,51.109279,7.8,Drama
6,52277485,9.254647,6.8,Drama
6,52099090,28.223664,6.3,Drama
6,52034889,22.894898,6.1,Drama
6,51973029,31.82675,7.8,Drama
6,51854875,16.394452,6.5,Drama
6,51801187,11.500783,6.2,Drama
6,51148651,34.421696,6.9,Drama
6,50907234,20.975165,7.0,Drama
6,50750000,20.256571,6.9,Drama
6,50549107,42.538258,5.9,Drama
6,50451307,9.965073,5.9,Drama
6,50365377,12.29603,5.9,Drama
6,50363790,35.120736,7.0,Drama
6,50315140,30.920075,7.1,Drama
6,50159144,9.176339,6.6,Drama
6,50100000,19.524972,7.2,Drama
6,50068310,13.576765,6.4,Drama
6,50007546,8.8321,4.6,Drama
6,50000000,19.786392,7.8,Drama
6,49830607,27.494037,5.9,Drama
6,49800000,22.030517,7.1,Drama
6,49718611,13.298205,5.9,Drama
6,49554002,28.840997,6.3,Drama
6,49469904,12.576381,6.9,Drama
6,49111202,15.213484,5.7,Drama
6,49084830,17.434862,6.8,Drama
6,48902953,19.237254,6.6,Drama
6,48814909,24.147269,7.0,Drama
6,48668907,11.137655,4.9,Drama
6,48531470,15.279021,7.1,Drama
6,48451803,30.993736,7.5,Drama
6,48190704,21.75433,6.8,Drama
6,48169908,19.822791,7.2,Drama
6,48169156,19.434672,6.0,Drama
6,48126384,49.517264,7.2,Drama
6,48027970,26.286954,7.4,Drama
6,47801389,43.217089,7.7,Drama
6,47542841,105.792936,8.3,Drama
6,47536959,18.664624,6.9,Drama
6,47434430,24.444186,6.9,Drama
6,47383689,21.547446,7.4,Drama
6,47351251,53.682367,7.9,Drama
6,47301471,12.373248,6.1,Drama
6,47126295,23.982956,7.0,Drama
6,47088990,19.234672,6.9,Drama
6,46905889,5.164281,5.6,Drama
6,46836394,63.654244,8.2,Drama
6,46683377,15.142701,6.3,Drama
6,46442528,12.885985,6.3,Drama
6,46152800,29.365851,7.2,Drama
6,45916769,12.229516,6.7,Drama
6,45710059,14.023082,7.4,Drama
6,45636368,14.857884,6.3,Drama
6,45479110,11.644243,5.4,Drama
6,44909486,14.042041,6.5,Drama
6,44862187,19.284129,6.6,Drama
6,44785053,21.119209,7.4,Drama
6,44726644,9.499325,6.6,Drama
6,44703995,40.196514,7.3,Drama
6,44547681,28.725621,6.8,Drama
6,44352417,11.870301,6.0,Drama
6,44350926,19.854932,5.8,Drama
6,44349000,43.40352,7.5,Drama
6,44000000,29.071955,7.1,Drama
6,43984230,21.189028,7.4,Drama
6,43967255,14.136476,6.8,Drama
6,43884652,35.307577,7.5,Drama
6,43848069,24.898687,7.0,Drama
6,43656822,23.431117,7.0,Drama
6,43650785,6.248273,5.7,Drama
6,43545364,8.629665,6.7,Drama
6,43318349,22.07638,6.8,Drama
6,43312294,20.632673,6.7,Drama
6,43165571,24.054062,6.0,Drama
6,43101594,19.85579,7.5,Drama
6,43000000,26.356697,7.2,Drama
6,42930462,30.556135,5.8,Drama
6,42792561,19.226763,6.2,Drama
6,42647449,8.305085,7.2,Drama
6,42345360,14.719886,7.7,Drama
6,42285169,20.219385,5.3,Drama
6,42093706,20.415572,6.7,Drama
6,42064105,16.782471,6.5,Drama
6,42045846,13.611544,6.0,Drama
6,42000000,47.006162,7.2,Drama
6,41954997,40.370442,7.4,Drama
6,41895491,16.146572,7.2,Drama
6,41627431,26.21425,6.4,Drama
6,41597830,20.953265,7.0,Drama
6,41590886,6.717994,6.9,Drama
6,41480851,9.278361,6.5,Drama
6,41424067,4.992475,6.5,Drama
6,41400000,12.439495,7.1,Drama
6,41382841,12.243887,5.9,Drama
6,41299492,7.739276,5.7,Drama
6,41296320,20.311684,6.5,Drama
6,41237648,11.203335,5.8,Drama
6,41227069,33.283554,7.5,Drama
6,41170784,17.746981,7.5,Drama
6,40492759,11.807269,5.3,Drama
6,40382659,4.602185,7.1,Drama
6,40031879,22.022228,7.6,Drama
6,40000000,4.289003,6.6,Drama
6,39462438,17.697042,6.8,Drama
6,39459427,16.848899,6.3,Drama
6,39363635,15.864928,7.3,Drama
6,39187783,33.372828,7.0,Drama
6,39171130,22.622453,5.7,Drama
6,39053061,17.17372,6.3,Drama
6,39041505,18.888806,6.9,Drama
6,38955598,22.442241,7.3,Drama
6,38697217,89.095538,7.6,Drama
6,38535221,17.363739,7.2,Drama
6,38502340,19.267479,5.8,Drama
6,38399961,6.156015,6.4,Drama
6,38307627,17.312433,6.6,Drama
6,38251425,35.892034,7.8,Drama
6,38172500,16.059443,6.9,Drama
6,38159905,22.074306,5.8,Drama
6,38000000,28.60542,7.5,Drama
