director,revenue,popularity,vote_average,name
338,0,9.166658,4.9,Chris Weitz
1329,738599701,70.78591,6.7,Lilly Wachowski
1329,463517383,104.309993,7.9,Lilly Wachowski
1329,424988211,73.313918,6.4,Lilly Wachowski
1329,183987723,85.36908,5.2,Lilly Wachowski
1329,93945766,17.060695,5.7,Lilly Wachowski
1329,7011317,15.359952,6.9,Lilly Wachowski
1533,18928871,9.717392,6.7,Michael Winterbottom
1533,0,8.859657,6.2,Michael Winterbottom
1533,0,2.996284,5.6,Michael Winterbottom
1533,0,11.892615,6.0,Michael Winterbottom
1533,0,7.336256,4.7,Michael Winterbottom
1533,0,3.500741,6.2,Michael Winterbottom
1784,563749323,36.65422,5.5,Raja Gosnell
1784,347434178,32.473628,5.5,Raja Gosnell
1784,275650703,31.435539,5.4,Raja Gosnell
1784,181466833,22.644275,5.4,Raja Gosnell
1784,173959438,24.389194,5.6,Raja Gosnell
1784,149281606,12.25264,4.9,Raja Gosnell
1114,966550600,94.199316,6.7,Jon Favreau
1114,623933331,77.300194,6.6,Jon Favreau
1114,585174222,120.725053,7.4,Jon Favreau
1114,173398518,16.901954,6.4,Jon Favreau
1114,64321501,15.194239,6.1,Jon Favreau
1114,5476060,4.149628,6.3,Jon Favreau
143,8459458,26.373864,5.9,Atom Egoyan
143,3263585,7.673124,6.8,Atom Egoyan
143,0,5.446832,6.5,Atom Egoyan
143,0,1.326264,5.7,Atom Egoyan
143,0,0.470645,6.6,Atom Egoyan
143,0,4.051221,5.9,Atom Egoyan
2309,441306145,47.584643,7.5,William Friedkin
2309,41158757,15.978136,7.4,William Friedkin
2309,34234008,8.634954,6.0,William Friedkin
2309,12000000,9.088209,7.4,William Friedkin
2309,9851610,8.189406,5.2,William Friedkin
2309,3665069,16.436178,6.5,William Friedkin
474,745000000,90.23792,5.9,David Ayer
474,211817906,139.575085,7.4,David Ayer
474,65569869,18.666876,6.3,David Ayer
474,48126384,49.517264,7.2,David Ayer
474,17508518,27.903999,5.5,David Ayer
474,5967038,12.999023,6.3,David Ayer
1720,624029371,56.758411,6.2,Peter Berg
1720,303025485,64.928382,5.5,Peter Berg
1720,149295601,37.084384,7.4,Peter Berg
1720,86658558,26.123705,6.5,Peter Berg
1720,80916492,24.107835,6.4,Peter Berg
1720,9898412,5.671691,6.2,Peter Berg
1306,75715436,26.792794,5.3,Lawrence Kasdan
1306,25052000,13.859307,6.5,Lawrence Kasdan
1306,0,2.303865,5.3,Lawrence Kasdan
1306,0,10.981038,7.1,Lawrence Kasdan
1306,0,4.310168,6.3,Lawrence Kasdan
1254,390493908,28.803729,6.6,Kevin Reynolds
1254,264218220,44.640292,5.9,Kevin Reynolds
1254,75395048,26.595983,7.3,Kevin Reynolds
1254,46069568,16.663797,5.7,Kevin Reynolds
1254,305070,3.581906,6.2,Kevin Reynolds
171,188133322,43.348022,7.0,Ben Stiller
171,188072649,43.192048,6.5,Ben Stiller
171,102825796,19.525659,5.7,Ben Stiller
171,60780981,38.0958,6.1,Ben Stiller
171,55969000,37.253774,4.7,Ben Stiller
1893,186883563,12.867352,6.7,Robert Redford
1893,63215872,9.789027,6.0,Robert Redford
1893,39459427,16.848899,6.3,Robert Redford
1893,15478800,9.169271,6.2,Robert Redford
1893,0,12.541983,7.4,Robert Redford
1833,190458706,30.515175,6.5,Richard Lester
1833,75850624,22.164202,5.3,Richard Lester
1833,12299668,10.730056,7.3,Richard Lester
1833,0,8.902102,6.1,Richard Lester
1833,0,3.199904,6.6,Richard Lester
513,186167139,32.478077,5.4,David R. Ellis
513,90426405,37.355826,5.9,David R. Ellis
513,62022014,19.642328,5.1,David R. Ellis
513,56422687,24.459948,6.1,David R. Ellis
513,10126458,8.363702,4.9,David R. Ellis
1061,195312802,26.090746,6.3,John Glen
1061,191185897,23.331459,6.2,John Glen
1061,187500000,25.633663,6.2,John Glen
1061,156167015,28.22119,5.9,John Glen
1061,152427960,27.230493,6.0,John Glen
223,68572378,34.532418,6.6,Brad Anderson
223,8203235,35.252056,7.3,Brad Anderson
223,5926410,11.428903,6.5,Brad Anderson
223,373967,11.064228,6.2,Brad Anderson
223,0,1.334481,6.0,Brad Anderson
1181,219076518,22.527211,6.2,Judd Apatow
1181,140795793,72.774941,5.9,Judd Apatow
1181,109449237,38.473732,6.2,Judd Apatow
1181,88058786,38.429648,5.6,Judd Apatow
1181,61458982,20.199057,5.7,Judd Apatow
1195,626137675,7.255718,7.1,Justin Lin
1195,343471816,65.352913,6.6,Justin Lin
1195,158468292,8.282876,6.1,Justin Lin
1195,0,3.877036,6.5,Justin Lin
1195,0,0.459625,4.9,Justin Lin
54,177243185,40.903931,6.7,Alexander Payne
54,109502303,23.425431,6.9,Alexander Payne
54,105834556,19.925026,6.7,Alexander Payne
54,17654912,29.223881,7.4,Alexander Payne
54,0,13.476596,6.7,Alexander Payne
532,220673217,36.585509,5.8,David Zucker
532,178262620,32.549282,5.3,David Zucker
532,86930411,27.33256,6.6,David Zucker
532,7000000,2.605374,4.1,David Zucker
532,0,14.813614,4.4,David Zucker
933,231411584,19.782725,7.0,Jason Reitman
933,163670000,33.704181,6.7,Jason Reitman
933,24793509,29.01153,7.1,Jason Reitman
933,22939027,16.183746,5.6,Jason Reitman
933,20275812,17.683563,6.7,Jason Reitman
2094,56870414,11.678561,5.5,Steve Miner
2094,36690067,14.206525,5.7,Steve Miner
2094,21722776,16.517777,6.0,Steve Miner
2094,0,5.641978,5.4,Steve Miner
2094,0,9.887662,5.8,Steve Miner
1556,18124262,7.235794,7.0,Mike Leigh
1556,5405500,9.242554,6.3,Mike Leigh
1556,0,2.872281,7.0,Mike Leigh
1556,0,4.131918,6.8,Mike Leigh
1556,0,8.628519,6.7,Mike Leigh
1058,54000000,8.61659,5.4,John Frankenheimer
1058,49627779,13.210898,4.6,John Frankenheimer
1058,41610884,32.657488,6.7,John Frankenheimer
1058,32168970,11.470135,5.4,John Frankenheimer
1058,6800000,4.49029,7.2,John Frankenheimer
1705,261317921,43.129703,7.1,Paul Verhoeven
1705,190213455,28.200874,5.6,Paul Verhoeven
1705,121214377,58.782359,6.7,Paul Verhoeven
1705,26193068,13.906611,7.2,Paul Verhoeven
1705,20350754,14.513305,4.9,Paul Verhoeven
1351,263920180,109.528572,7.3,Luc Besson
1351,126546825,115.241998,6.3,Luc Besson
1351,107944236,27.097932,6.0,Luc Besson
1351,66976317,21.084542,6.2,Luc Besson
1351,390659,5.261065,6.3,Luc Besson
1618,268157400,36.471231,6.2,Nicholas Stoller
1618,108758521,50.179171,5.6,Nicholas Stoller
1618,105173115,50.670253,6.4,Nicholas Stoller
1618,90029656,17.869443,5.9,Nicholas Stoller
1618,53909751,27.71063,5.7,Nicholas Stoller
2124,270248367,23.736535,6.6,Sydney Pollack
2124,177200000,20.818567,6.9,Sydney Pollack
2124,162944923,18.69984,6.2,Sydney Pollack
2124,128499205,13.864975,7.0,Sydney Pollack
2124,74608570,4.137237,5.3,Sydney Pollack
1131,272742922,18.174804,8.1,Jonathan Demme
1131,206678440,44.301745,7.6,Jonathan Demme
1131,96105964,21.394281,6.2,Jonathan Demme
1131,0,14.345428,6.1,Jonathan Demme
1131,0,1.453765,5.9,Jonathan Demme
1237,39514713,18.650748,6.4,Kenny Ortega
1237,7000000,21.01755,6.1,Kenny Ortega
1237,0,15.798622,6.7,Kenny Ortega
1237,0,21.801188,6.2,Kenny Ortega
1237,0,16.536374,6.1,Kenny Ortega
1320,177977226,11.50396,5.3,Les Mayfield
1320,117758500,16.865782,6.1,Les Mayfield
1320,13678913,6.727949,5.7,Les Mayfield
1320,12382362,6.925645,5.4,Les Mayfield
1320,10337477,9.36146,4.7,Les Mayfield
954,173921954,73.720244,7.8,Jean-Pierre Jeunet
954,162000000,37.44963,5.9,Jean-Pierre Jeunet
954,14000000,7.663515,6.8,Jean-Pierre Jeunet
954,9494789,10.651202,6.7,Jean-Pierre Jeunet
954,0,23.05451,7.1,Jean-Pierre Jeunet
92,173930596,60.231382,6.7,Andrew Niccol
92,63327201,42.933027,6.0,Andrew Niccol
92,24127895,34.828241,7.0,Andrew Niccol
92,12532777,70.398356,7.5,Andrew Niccol
92,316472,10.924273,5.9,Andrew Niccol
1077,289317794,31.792964,6.8,John Madden
1077,136836156,21.258991,6.9,John Madden
1077,85978266,17.592299,6.3,John Madden
1077,62112895,9.061866,5.5,John Madden
1077,45636368,14.857884,6.3,John Madden
2252,10442808,9.292987,3.1,Uwe Boll
2252,2405420,7.008216,3.5,Uwe Boll
2252,0,7.101197,6.0,Uwe Boll
2252,0,15.406173,4.1,Uwe Boll
2252,0,4.304341,3.3,Uwe Boll
2184,122200000,36.230204,7.0,Tobe Hooper
2184,30859000,29.262427,7.2,Tobe Hooper
2184,8025872,9.617777,5.9,Tobe Hooper
2184,4884663,4.234269,5.5,Tobe Hooper
2184,0,12.18362,6.2,Tobe Hooper
1274,122489822,24.356483,6.4,Kirk Jones
1274,88923251,16.027955,5.5,Kirk Jones
1274,79700000,27.009723,5.8,Kirk Jones
1274,0,5.735912,7.4,Kirk Jones
1274,0,15.440465,6.5,Kirk Jones
672,9644124,42.868495,8.0,Frank Capra
672,9600000,12.2624,7.9,Frank Capra
672,7433101,3.426314,7.2,Frank Capra
672,5000000,3.370225,7.3,Frank Capra
672,4500000,11.871424,7.7,Frank Capra
2066,113019290,33.923786,7.2,Stephen Daldry
2066,110000000,20.428237,7.4,Stephen Daldry
2066,55247881,31.066874,6.9,Stephen Daldry
2066,41597830,20.953265,7.0,Stephen Daldry
2066,0,14.637357,7.1,Stephen Daldry
1861,1045713802,135.413856,6.4,Rob Marshall
1861,306776732,32.217425,6.9,Rob Marshall
1861,212902372,65.90161,5.6,Rob Marshall
1861,162242962,16.595874,7.3,Rob Marshall
1861,53825515,9.357734,5.1,Rob Marshall
2213,132180323,42.551902,7.1,Tom Tykwer
2213,130482868,73.872343,6.6,Tom Tykwer
2213,60161391,13.391833,6.0,Tom Tykwer
2213,7267585,27.36562,7.2,Tom Tykwer
2213,2611555,5.937602,6.3,Tom Tykwer
1541,100654149,22.14595,6.1,Miguel Arteta
1541,16856124,9.799177,6.1,Miguel Arteta
1541,6861102,10.254807,5.9,Miguel Arteta
1541,0,0.812855,5.7,Miguel Arteta
1541,0,13.462544,5.9,Miguel Arteta
1106,138259062,17.61292,5.4,John Whitesell
1106,83615414,15.901137,5.3,John Whitesell
1106,47231070,5.952527,5.1,John Whitesell
1106,0,6.579017,4.8,John Whitesell
1106,0,7.314796,4.7,John Whitesell
737,924317558,54.035265,6.3,George Lucas
737,850000000,44.108427,7.1,George Lucas
737,775398007,126.393695,8.1,George Lucas
737,649398328,43.987061,6.4,George Lucas
737,140000000,19.326115,6.9,George Lucas
1990,99357138,26.811541,6.8,Scott Hicks
1990,92601050,15.794946,6.1,Scott Hicks
1990,24185781,7.06762,6.4,Scott Hicks
1990,0,2.79483,6.3,Scott Hicks
1990,0,10.396305,7.3,Scott Hicks
1072,141000000,17.332585,7.0,John Landis
1072,119208989,20.333953,5.5,John Landis
1072,115229890,44.714264,7.5,John Landis
1072,90400000,34.022209,7.1,John Landis
1072,0,10.861167,6.4,John Landis
721,144000000,14.132583,5.8,Gary Winick
721,114663461,33.385429,5.9,Gary Winick
721,96455697,41.569541,6.3,Gary Winick
721,2891288,8.570328,5.5,Gary Winick
721,0,16.52083,6.6,Gary Winick
497,92913171,32.908414,6.4,David Koepp
497,31083599,17.709888,6.2,David Koepp
497,30418560,52.417529,5.4,David Koepp
497,21133087,6.044161,6.5,David Koepp
497,0,17.98817,6.4,David Koepp
78,919838758,47.320801,6.7,Andrew Adamson
78,748806957,67.391328,6.7,Andrew Adamson
78,484409218,67.298732,7.3,Andrew Adamson
78,419651413,53.978602,6.3,Andrew Adamson
78,34153101,5.987486,6.1,Andrew Adamson
98,91036760,19.750059,6.0,Andrzej Bartkowiak
98,79958599,12.601306,5.3,Andrzej Bartkowiak
98,56489558,12.837116,5.8,Andrzej Bartkowiak
98,55987321,29.261348,5.0,Andrzej Bartkowiak
98,12764201,8.139676,3.9,Andrzej Bartkowiak
1518,11130889,6.764437,6.2,Michael Polish
1518,4842699,3.943706,5.4,Michael Polish
1518,0,1.980265,6.7,Michael Polish
1518,0,0.619136,7.0,Michael Polish
1518,0,3.077885,4.1,Michael Polish
668,847423452,76.310119,7.4,Francis Lawrence
668,752100229,206.227151,6.6,Francis Lawrence
668,653428261,127.284427,6.6,Francis Lawrence
668,585349010,70.867401,6.9,Francis Lawrence
668,114156230,16.801218,6.7,Francis Lawrence
2291,154906693,19.738215,5.6,Wayne Wang
2291,38399961,6.156015,6.4,Wayne Wang
2291,32645546,3.334804,6.1,Wayne Wang
2291,18653615,8.976738,5.9,Wayne Wang
2291,1332231,2.260315,5.3,Wayne Wang
733,154984035,43.873266,5.8,George Clooney
733,75993061,20.317469,6.5,George Clooney
733,54600000,17.717681,6.8,George Clooney
733,41299492,7.739276,5.7,George Clooney
733,33013805,18.165957,6.6,George Clooney
1832,156835339,29.489274,6.9,Richard LaGravenese
1832,60052138,40.721373,5.6,Richard LaGravenese
1832,41170784,17.746981,7.5,Richard LaGravenese
1832,12902790,0.700792,5.3,Richard LaGravenese
1832,0,5.563068,5.5,Richard LaGravenese
929,86865564,6.064638,3.2,Jason Friedberg
929,84646831,10.608998,3.7,Jason Friedberg
929,80547866,17.165039,4.2,Jason Friedberg
929,48548426,10.098722,3.6,Jason Friedberg
929,14109284,16.238961,3.0,Jason Friedberg
1645,83304330,7.623979,7.4,Norman Jewison
1645,73956241,20.825781,7.2,Norman Jewison
1645,11,3.375208,6.4,Norman Jewison
1645,0,2.653988,5.9,Norman Jewison
1645,0,3.379454,5.4,Norman Jewison
247,161626121,17.457947,6.7,Brian Helgeland
247,117487473,36.670399,6.6,Brian Helgeland
247,95020213,31.884559,6.8,Brian Helgeland
247,42972994,32.854557,6.7,Brian Helgeland
247,11560806,3.746806,4.8,Brian Helgeland
189,829000000,99.687084,6.1,Bill Condon
189,154937680,14.486311,6.6,Bill Condon
189,8555008,20.267062,5.7,Bill Condon
189,6451628,5.588652,6.8,Bill Condon
189,0,6.799314,6.6,Bill Condon
462,163876815,33.124871,6.1,Darren Lynn Bousman
462,152925093,42.187986,6.3,Darren Lynn Bousman
462,139352633,29.244768,5.9,Darren Lynn Bousman
462,188126,5.897479,6.7,Darren Lynn Bousman
462,0,0.674398,6.0,Darren Lynn Bousman
1725,170128460,14.231899,5.9,Peter Chelsom
1725,155545279,13.788422,6.0,Peter Chelsom
1725,77516304,14.530803,6.6,Peter Chelsom
1725,10372291,1.004579,3.7,Peter Chelsom
1725,0,5.497682,7.1,Peter Chelsom
1569,20138836,3.604863,6.8,Mira Nair
1569,16123851,6.618149,5.5,Mira Nair
1569,4109095,3.937939,5.7,Mira Nair
1569,2832826,1.187671,6.6,Mira Nair
1569,0,8.109958,6.8,Mira Nair
724,64445708,7.534003,7.0,Gavin O'Connor
724,31148328,10.703602,6.3,Gavin O'Connor
724,23057115,51.915025,7.7,Gavin O'Connor
724,1397284,15.333575,5.4,Gavin O'Connor
724,1281176,1.505703,6.2,Gavin O'Connor
921,494471524,32.079995,6.1,Jan de Bont
921,350448145,49.526736,6.8,Jan de Bont
921,164508066,23.336875,4.1,Jan de Bont
921,156505388,56.811056,5.5,Jan de Bont
921,91188905,19.375768,5.2,Jan de Bont
1863,300135367,30.475297,5.8,Rob Minkoff
1863,272912430,38.73494,6.7,Rob Minkoff
1863,182290266,16.302378,5.2,Rob Minkoff
1863,169956806,27.990284,5.4,Rob Minkoff
1863,127906624,17.097041,6.3,Rob Minkoff
1593,374111707,31.39165,6.1,Nancy Meyers
1593,266728738,16.939441,6.3,Nancy Meyers
1593,219103655,16.479851,6.2,Nancy Meyers
1593,194564672,53.114573,7.1,Nancy Meyers
1593,194168700,44.967453,6.7,Nancy Meyers
1121,371876278,59.325589,5.4,Jon M. Chu
1121,334901337,51.535701,6.7,Jon M. Chu
1121,159291809,25.060342,6.6,Jon M. Chu
1121,150816700,28.973074,6.5,Jon M. Chu
1121,98441954,6.735922,4.8,Jon M. Chu
784,407602906,56.523205,6.7,Guillermo del Toro
784,160388063,58.57976,6.5,Guillermo del Toro
784,155010032,67.169587,6.2,Guillermo del Toro
784,99318987,47.479755,6.5,Guillermo del Toro
784,83258226,90.809408,7.6,Guillermo del Toro
1631,25288872,14.969093,6.6,Nicole Holofcener
1631,13368437,11.885221,5.1,Nicole Holofcener
1631,4186931,1.45917,6.3,Nicole Holofcener
1631,0,0.367312,6.6,Nicole Holofcener
1631,0,5.325156,6.0,Nicole Holofcener
1479,415686217,49.661984,6.2,Michael Apted
1479,361832400,39.604363,6.0,Michael Apted
1479,67182787,3.826685,7.2,Michael Apted
1479,51801187,11.500783,6.2,Michael Apted
1479,17380126,3.426555,5.7,Michael Apted
1308,431971116,54.159392,5.8,Lee Tamahori
1308,105178561,21.252797,6.1,Lee Tamahori
1308,71073932,36.689223,4.7,Lee Tamahori
1308,43312294,20.632673,6.7,Lee Tamahori
1308,5728213,10.559414,6.5,Lee Tamahori
1907,27642707,15.433244,7.0,Rod Lurie
1907,10324441,7.473455,5.5,Rod Lurie
1907,0,2.171288,6.1,Rod Lurie
1907,0,7.029126,6.7,Rod Lurie
1907,0,4.898437,5.9,Rod Lurie
2172,361366633,47.336034,5.5,Tim Hill
2172,183953723,16.791058,5.5,Tim Hill
2172,141702264,16.930969,5.1,Tim Hill
2172,17292381,1.081822,5.4,Tim Hill
2172,16290976,6.589193,5.8,Tim Hill
48,347234916,95.914473,6.7,Alex Proyas
48,155446362,32.693093,5.9,Alex Proyas
48,150680864,56.257249,5.3,Alex Proyas
48,94000000,44.690107,7.3,Alex Proyas
48,27200316,39.324831,7.2,Alex Proyas
695,30500000,6.915201,7.2,Fred Zinnemann
695,28350000,9.541688,7.5,Fred Zinnemann
695,12800000,3.281509,7.4,Fred Zinnemann
695,8000000,18.644023,7.6,Fred Zinnemann
695,0,6.077735,6.3,Fred Zinnemann
114,317375031,36.238968,6.7,Anne Fletcher
114,160259319,30.695228,6.1,Anne Fletcher
114,114194847,45.477802,6.7,Anne Fletcher
114,51680201,18.262017,5.4,Anne Fletcher
114,41863726,15.283444,5.4,Anne Fletcher
503,30925690,25.876582,6.5,David Lynch
503,26010864,30.271066,7.9,David Lynch
503,20117339,31.60985,7.6,David Lynch
503,7000000,20.399578,7.5,David Lynch
503,0,15.280261,7.7,David Lynch
1708,310650585,32.389353,5.4,Paul Weitz
1708,28169671,16.424807,5.5,Paul Weitz
1708,18000000,17.632446,5.4,Paul Weitz
1708,7314027,7.864011,4.9,Paul Weitz
1708,0,15.376391,5.9,Paul Weitz
1294,261572744,29.487784,6.5,Larry Charles
1294,179379533,31.349143,5.9,Larry Charles
1294,0,9.774126,7.2,Larry Charles
1294,0,16.122168,5.4,Larry Charles
1294,0,1.71729,5.2,Larry Charles
1140,477200000,143.350376,5.8,Jonathan Liebesman
1140,301000000,44.927635,5.5,Jonathan Liebesman
1140,202466756,49.199234,5.5,Jonathan Liebesman
1140,0,21.380635,5.9,Jonathan Liebesman
1140,0,11.199544,4.9,Jonathan Liebesman
809,274925095,118.968562,8.3,Hayao Miyazaki
809,234710455,49.549984,8.2,Hayao Miyazaki
809,187479518,39.58676,7.5,Hayao Miyazaki
809,159375308,60.732738,8.2,Hayao Miyazaki
1734,160583018,28.029015,6.0,Peter Howitt
1734,58000000,15.639016,6.5,Peter Howitt
1734,30016165,6.201404,5.6,Peter Howitt
1734,18195610,8.359599,5.8,Peter Howitt
2100,171269535,18.121404,5.6,Steven Brill
2100,69631118,8.584398,5.3,Steven Brill
2100,0,15.055732,5.5,Steven Brill
2100,0,18.335992,5.2,Steven Brill
1867,39421467,12.929525,5.1,Rob Zombie
1867,16829545,19.301432,6.0,Rob Zombie
1867,1165882,14.504326,5.1,Rob Zombie
1867,0,16.754452,6.6,Rob Zombie
1975,29000000,4.842626,5.0,Sam Weisman
1975,0,22.573237,5.4,Sam Weisman
1975,0,10.149569,5.1,Sam Weisman
1975,0,7.185212,5.1,Sam Weisman
56,83188165,23.343839,5.3,Alexandre Aja
56,72436439,19.774543,6.0,Alexandre Aja
56,69623713,35.107857,6.1,Alexandre Aja
56,0,4.952983,6.6,Alexandre Aja
161,351040419,61.196071,7.3,Baz Luhrmann
161,179213434,57.374341,7.4,Baz Luhrmann
161,147298761,41.493042,6.7,Baz Luhrmann
161,49554002,28.840997,6.3,Baz Luhrmann
1143,435000000,69.405188,5.9,Jonathan Mostow
1143,127666415,18.096884,6.1,Jonathan Mostow
1143,122444772,36.664991,5.9,Jonathan Mostow
1143,50159144,9.176339,6.6,Jonathan Mostow
1458,353624124,3.195174,7.1,Matthew Vaughn
1458,135560026,48.032734,7.1,Matthew Vaughn
1458,96188903,45.054936,7.1,Matthew Vaughn
1458,11850214,24.0034,7.0,Matthew Vaughn
1482,159330280,19.747459,6.1,Michael Caton-Jones
1482,38629478,13.483387,4.6,Michael Caton-Jones
1482,31596911,10.703456,6.5,Michael Caton-Jones
1482,22433915,3.476966,5.7,Michael Caton-Jones
57,789804554,79.679601,7.7,Alfonso Cuarón
57,716392705,110.153618,7.3,Alfonso Cuarón
57,69959751,35.387874,7.4,Alfonso Cuarón
57,33616692,16.890285,7.3,Alfonso Cuarón
482,88323487,16.251204,6.0,David Dobkin
482,83719388,42.472324,7.2,David Dobkin
482,75450437,32.015477,5.9,David Dobkin
482,0,4.221313,6.3,David Dobkin
1903,286214286,37.960289,7.4,Robert Wise
1903,139000000,24.616634,6.2,Robert Wise
1903,43656822,23.431117,7.0,Robert Wise
1903,12376563,12.524953,7.0,Robert Wise
2076,433013274,41.862983,6.0,Stephen Sommers
2076,302469017,32.852443,5.6,Stephen Sommers
2076,11203026,6.513856,6.0,Stephen Sommers
2076,0,2.163683,6.2,Stephen Sommers
38,39041505,18.888806,6.9,Alejandro Amenábar
38,38535221,17.363739,7.2,Alejandro Amenábar
38,17671101,27.215666,5.3,Alejandro Amenábar
38,0,25.881355,7.4,Alejandro Amenábar
604,9482579,8.406025,5.7,Edward Burns
604,0,1.578903,6.3,Edward Burns
604,0,0.642552,5.9,Edward Burns
604,0,0.936232,5.7,Edward Burns
677,152022101,10.755847,5.0,Frank Marshall
677,120455994,24.287306,6.7,Frank Marshall
677,53208180,15.895661,6.2,Frank Marshall
677,36733909,14.48851,6.7,Frank Marshall
966,151831537,27.165222,6.0,Jeff Tremaine
966,117224271,20.99174,6.4,Jeff Tremaine
966,72778712,11.227087,6.4,Jeff Tremaine
966,64282312,14.752587,6.1,Jeff Tremaine
1713,151668774,20.716023,6.9,Penny Marshall
1713,107458785,21.661028,6.7,Penny Marshall
1713,35743308,7.226115,6.5,Penny Marshall
1713,24332324,4.516953,5.9,Penny Marshall
603,80573774,38.623178,7.4,Edgar Wright
603,47664559,38.885195,7.2,Edgar Wright
603,46089287,55.964605,6.7,Edgar Wright
603,30039392,49.12486,7.5,Edgar Wright
1555,12827813,18.366362,7.4,Mike Judge
1555,10848783,14.652342,5.7,Mike Judge
1555,495303,27.940093,6.3,Mike Judge
1555,0,12.60629,6.5,Mike Judge
13,320145693,16.742972,6.6,Adrian Lyne
13,119137784,14.382253,6.3,Adrian Lyne
13,92921203,18.422323,6.1,Adrian Lyne
13,6735922,12.313143,5.8,Adrian Lyne
964,21587700,17.663353,7.0,Jeff Nichols
964,6212282,32.717853,6.2,Jeff Nichols
964,3099314,19.807295,7.1,Jeff Nichols
964,0,5.251143,6.9,Jeff Nichols
859,467365246,78.291018,7.4,J.J. Abrams
859,397850012,63.079003,6.5,J.J. Abrams
859,385680446,73.616808,7.4,J.J. Abrams
859,260095987,37.069253,6.6,J.J. Abrams
1449,710644566,243.791743,7.3,Matt Reeves
1449,170764026,46.942396,6.4,Matt Reeves
1449,24145613,19.705311,6.7,Matt Reeves
1449,0,2.149469,4.6,Matt Reeves
488,326551094,83.893257,7.0,David Frankel
488,244082376,30.951203,6.9,David Frankel
488,114281051,12.967137,5.8,David Frankel
488,7448385,9.419726,5.6,David Frankel
1856,189198313,18.59991,6.6,Rob Bowman
1856,56681566,28.613892,4.8,Rob Bowman
1856,43061982,27.615108,6.0,Rob Bowman
1856,2850263,8.001156,6.1,Rob Bowman
674,284600000,103.698022,8.2,Frank Darabont
674,57096190,37.104353,6.7,Frank Darabont
674,37317558,11.215702,6.6,Frank Darabont
674,28341469,136.747729,8.5,Frank Darabont
1918,333011068,42.887121,6.0,Roger Spottiswoode
1918,96085477,18.447479,5.7,Roger Spottiswoode
1918,7400000,8.978408,6.5,Roger Spottiswoode
1918,0,1.379643,6.8,Roger Spottiswoode
185,443140005,29.412262,5.4,Betty Thomas
185,294456605,21.462935,5.4,Betty Thomas
185,33561137,13.267631,5.2,Betty Thomas
185,0,5.418921,6.0,Betty Thomas
937,30448000,31.691617,7.1,Jaume Balagueró
937,18469680,22.341462,6.4,Jaume Balagueró
937,0,6.340135,5.6,Jaume Balagueró
937,0,9.136965,7.0,Jaume Balagueró
2087,183293131,31.250383,5.2,Steve Carr
2087,176104344,13.543053,4.9,Steve Carr
2087,164433867,18.106021,5.6,Steve Carr
2087,59827328,9.337388,6.4,Steve Carr
1093,13269963,5.960149,6.9,John Sayles
1093,1997807,0.034259,7.0,John Sayles
1093,0,0.193172,6.0,John Sayles
1093,0,4.245123,6.0,John Sayles
475,77112176,13.410919,6.0,David Bowers
475,72417394,14.329891,6.3,David Bowers
475,64459316,22.550135,6.0,David Bowers
475,44091067,24.857079,6.1,David Bowers
1055,8000000,11.735287,7.4,John Ford
1055,6600000,1.897263,6.0,John Ford
1055,6000000,7.70019,6.8,John Ford
1055,5400000,8.535178,7.1,John Ford
410,178066569,46.887983,6.3,D.J. Caruso
410,144492830,43.450266,5.9,D.J. Caruso
410,117760134,31.690456,6.6,D.J. Caruso
410,676698,10.991281,7.0,D.J. Caruso
1817,77737889,35.227212,7.4,Richard Attenborough
1817,50750000,20.256571,6.9,Richard Attenborough
1817,0,3.735723,6.9,Richard Attenborough
1817,0,5.609755,6.8,Richard Attenborough
1560,752600867,44.041186,6.0,Mike Mitchell
1560,342695435,23.473004,5.4,Mike Mitchell
1560,86369815,11.041659,5.8,Mike Mitchell
1560,65535067,9.832326,5.5,Mike Mitchell
1229,177259441,26.253357,6.2,Ken Kwapis
1229,69307224,14.503568,5.2,Ken Kwapis
1229,39053061,17.17372,6.3,Ken Kwapis
1229,24719215,8.303696,6.6,Ken Kwapis
2019,8176544,8.395624,7.4,Shane Meadows
2019,0,0.744406,6.3,Shane Meadows
2019,0,12.818441,7.2,Shane Meadows
2019,0,1.391958,7.3,Shane Meadows
1630,78054825,49.294864,7.4,Nicolas Winding Refn
1630,10337387,35.754865,5.6,Nicolas Winding Refn
1630,2260712,18.450613,6.9,Nicolas Winding Refn
1630,1333124,38.150787,6.4,Nicolas Winding Refn
282,886686817,69.457898,6.5,Carlos Saldanha
282,660940780,85.115058,6.5,Carlos Saldanha
282,500188435,42.40024,6.3,Carlos Saldanha
282,484635760,46.200042,6.5,Carlos Saldanha
1133,150000000,25.6713,7.0,Jonathan Frakes
1133,118000000,19.711951,6.3,Jonathan Frakes
1133,38793283,5.894163,4.9,Jonathan Frakes
1133,28283637,9.27875,4.2,Jonathan Frakes
255,149217355,48.622278,4.7,Brian Taylor
255,42931041,47.992817,6.6,Brian Taylor
255,40828540,27.631262,5.6,Brian Taylor
255,34560577,35.542809,5.9,Brian Taylor
208,125728258,12.891276,6.1,Bob Clark
208,36450736,4.580081,3.3,Bob Clark
208,19294144,15.128316,7.4,Bob Clark
208,9109322,5.886228,1.9,Bob Clark
723,373062864,5.954334,6.2,Gavin Hood
723,125537191,45.94834,6.6,Gavin Hood
