director,revenue,popularity,vote_average,name
613,80578934,38.83192,5.7,Eli Roth
613,35619521,20.745052,5.6,Eli Roth
613,6833445,17.845161,5.0,Eli Roth
924,80197993,14.642055,5.6,Jared Hess
924,46118097,23.603514,6.7,Jared Hess
924,0,3.193777,6.2,Jared Hess
1212,7018189,7.180403,5.8,Kasi Lemmons
1212,0,4.722403,6.0,Kasi Lemmons
1212,0,1.126941,6.1,Kasi Lemmons
1082,79114085,31.802807,6.6,John Milius
1082,38376497,11.743085,6.4,John Milius
1082,0,6.81729,5.7,John Milius
891,15156200,4.068107,6.0,James Foley
891,10725228,13.939054,7.5,James Foley
891,0,9.87419,6.4,James Foley
2188,29027914,9.982885,6.9,Todd Haynes
2188,4001121,13.032308,6.6,Todd Haynes
2188,1053788,10.932711,6.9,Todd Haynes
73,29922472,21.959742,6.4,Anand Tucker
73,11588205,4.820166,5.7,Anand Tucker
73,92,1.939054,6.9,Anand Tucker
1491,15000000,4.079111,6.0,Michael Curtiz
1491,10462500,43.729123,7.9,Michael Curtiz
1491,2736000,2.968235,6.8,Michael Curtiz
1870,87754044,11.693272,6.8,Robert Altman
1870,0,5.380733,6.1,Robert Altman
1870,0,5.025446,6.4,Robert Altman
1252,87784194,21.685719,6.7,Kevin Macdonald
1252,48027970,26.286954,7.4,Kevin Macdonald
1252,13885802,14.045887,7.6,Kevin Macdonald
1668,23803308,17.074843,7.4,Park Chan-wook
1668,14980005,56.76349,8.0,Park Chan-wook
1668,12077441,27.322212,6.5,Park Chan-wook
2229,23875127,73.567232,8.2,Tony Kaye
2229,25,0.475748,8.0,Tony Kaye
2229,0,0.126738,0.0,Tony Kaye
1012,93282604,38.279458,6.5,Jodie Foster
1012,17519169,4.031585,6.3,Jodie Foster
1012,970816,13.847872,6.3,Jodie Foster
1104,7820688,6.170139,6.4,John Waters
1104,6000000,4.553644,6.2,John Waters
1104,0,4.176066,6.2,John Waters
1068,27635305,41.075532,6.8,John Hillcoat
1068,12639297,29.371987,5.6,John Hillcoat
1068,5048693,14.617944,7.1,John Hillcoat
1412,55157539,14.733513,6.1,Mark Pellington
1412,22730842,0.335195,6.7,Mark Pellington
1412,0,12.819447,7.0,Mark Pellington
785,76578641,22.054546,6.2,Gurinder Chadha
785,0,12.150871,6.5,Gurinder Chadha
785,0,1.259968,4.3,Gurinder Chadha
951,55198285,59.454473,7.9,Jean-Marc Vallée
951,52501541,42.952942,7.0,Jean-Marc Vallée
951,27409889,16.343317,7.0,Jean-Marc Vallée
1043,5179037,14.846001,6.3,John Cameron Mitchell
1043,5129058,10.095184,6.9,John Cameron Mitchell
1043,0,4.25422,7.4,John Cameron Mitchell
2159,91038276,9.969624,6.3,Thomas Carter
2159,76669806,23.234651,7.3,Thomas Carter
2159,30127963,7.297757,6.3,Thomas Carter
1749,32973937,20.452449,6.4,Peter Sollett
1749,2816116,3.643662,7.8,Peter Sollett
1749,573335,8.184588,7.1,Peter Sollett
1187,56298474,18.422327,7.3,Julie Taymor
1187,346594,3.620537,6.0,Julie Taymor
1187,0,11.872841,7.1,Julie Taymor
1605,27640028,20.495749,5.9,Neil LaBute
1605,0,2.634007,6.8,Neil LaBute
1605,0,3.572339,5.9,Neil LaBute
1700,56308881,36.921445,7.4,Paul McGuigan
1700,34227298,24.821138,5.6,Paul McGuigan
1700,13001257,9.301562,6.7,Paul McGuigan
1640,11098131,13.788054,6.9,Noah Baumbach
1640,7587485,19.263477,5.8,Noah Baumbach
1640,4069826,15.492257,7.2,Noah Baumbach
685,89800000,21.933822,7.3,Franklin J. Schaffner
685,439564,0.310513,6.0,Franklin J. Schaffner
685,0,5.315213,6.6,Franklin J. Schaffner
2321,64076736,19.947265,6.3,Wong Kar-wai
2321,21786738,10.733761,6.0,Wong Kar-wai
2321,19271312,12.664787,6.9,Wong Kar-wai
1296,40031879,22.022228,7.6,Lars von Trier
1296,21817298,36.173598,7.0,Lars von Trier
1296,674918,7.05145,6.9,Lars von Trier
278,63781810,14.046705,6.1,Carl Franklin
278,55495563,14.993459,6.1,Carl Franklin
278,0,2.644427,6.2,Carl Franklin
2264,63102666,19.045146,5.5,Victor Salva
2264,59217789,23.316208,6.1,Victor Salva
2264,0,8.326131,7.3,Victor Salva
758,38105395,7.645979,7.4,Gina Prince-Bythewood
758,27728118,2.027393,7.4,Gina Prince-Bythewood
758,14618727,8.079046,7.0,Gina Prince-Bythewood
1095,57881056,13.707183,5.3,John Schultz
1095,22593409,4.482714,5.8,John Schultz
1095,0,5.73667,5.7,John Schultz
2194,88715192,18.806031,5.5,Tom Dey
2194,83761844,12.25622,5.0,Tom Dey
2194,56932305,25.400935,6.2,Tom Dey
1016,77278331,48.552871,6.4,Joe Carnahan
1016,57103895,23.491962,6.4,Joe Carnahan
1016,12633747,8.526635,6.8,Joe Carnahan
1819,13854000,9.455596,5.3,Richard Benjamin
1819,10070000,7.946769,5.3,Richard Benjamin
1819,1675706,5.65327,3.3,Richard Benjamin
1674,77000000,10.248439,6.7,Patricia Riggen
1674,24902723,10.699952,6.0,Patricia Riggen
1674,23311391,2.756435,7.0,Patricia Riggen
1521,79817939,15.26213,5.6,Michael Ritchie
1521,35323292,6.889633,6.9,Michael Ritchie
1521,8345056,1.767479,5.5,Michael Ritchie
568,237202299,52.995628,6.1,Dominic Sena
568,147080413,36.788745,6.1,Dominic Sena
568,12206028,14.818718,5.3,Dominic Sena
1217,132820716,38.306954,6.7,Kathryn Bigelow
1217,42000000,47.006162,7.2,Kathryn Bigelow
1217,35168966,15.625949,6.1,Kathryn Bigelow
334,585178928,64.183321,6.8,Chris Sanders
334,494878759,67.263269,7.5,Chris Sanders
334,145771527,55.659988,7.1,Chris Sanders
1066,171963386,33.238296,5.8,John Hamburg
1066,91636986,25.391899,6.5,John Hamburg
1066,0,1.190729,6.3,John Hamburg
895,773328629,481.098624,7.9,James Gunn
895,324138,12.204569,6.6,James Gunn
895,0,17.327279,6.3,James Gunn
109,163442937,43.055253,7.3,Angelina Jolie
109,3727746,11.267676,5.4,Angelina Jolie
109,303877,4.267466,5.8,Angelina Jolie
2012,549368315,68.87691,6.3,Seth MacFarlane
2012,217022588,68.734513,6.2,Seth MacFarlane
2012,0,32.808675,5.8,Seth MacFarlane
1653,160078586,35.6585,6.0,Oliver Parker
1653,18535191,4.519523,6.3,Oliver Parker
1653,0,7.250379,6.7,Oliver Parker
36,157107755,32.363538,6.6,Albert Hughes
36,74558115,26.134678,6.6,Albert Hughes
36,27900000,3.418871,7.2,Albert Hughes
763,153962963,59.634029,6.7,Glenn Ficarra
763,142851197,37.990705,7.0,Glenn Ficarra
763,10652035,19.664699,6.4,Glenn Ficarra
882,299370084,56.268916,6.5,James Bobin
882,165184237,17.047276,6.5,James Bobin
882,80383290,14.808304,6.2,James Bobin
740,300400432,38.653969,6.3,George P. Cosmatos
740,56505065,30.537845,7.4,George P. Cosmatos
740,2154540,3.848893,4.0,George P. Cosmatos
2300,150483765,40.526587,6.5,Will Gluck
2300,133821816,33.439187,6.0,Will Gluck
2300,74952305,45.395839,6.7,Will Gluck
235,146936910,52.612025,5.7,Breck Eisner
235,119269486,21.605568,5.7,Breck Eisner
235,54956140,28.867568,6.2,Breck Eisner
1928,504050219,92.982009,7.4,Ron Clements
1928,267045765,62.479574,6.7,Ron Clements
1928,109578115,38.924136,7.2,Ron Clements
1382,145896422,17.659032,6.2,Marc Lawrence
1382,93354918,24.153567,5.9,Marc Lawrence
1382,85280250,14.403696,5.1,Marc Lawrence
28,141047179,7.027139,5.9,Alan Parker
28,38955598,22.442241,7.3,Alan Parker
28,13,4.88794,7.0,Alan Parker
1568,140464664,34.070054,5.9,Mimi Leder
1568,55707411,24.313684,7.0,Mimi Leder
1568,0,15.931084,5.8,Mimi Leder
899,314178011,37.885022,7.2,James L. Brooks
899,55041367,14.209329,5.8,James L. Brooks
899,48668907,11.137655,4.9,James L. Brooks
1403,314432665,47.973995,5.6,Mark Dindal
1403,169327687,51.113717,7.2,Mark Dindal
1403,3566637,4.098444,7.1,Mark Dindal
1716,857611174,128.655964,8.0,Pete Docter
1716,735099082,92.201962,7.7,Pete Docter
1716,562816256,106.815545,7.5,Pete Docter
207,136706683,25.996219,7.4,Boaz Yakin
207,43967255,14.136476,6.8,Boaz Yakin
207,40346186,31.92695,6.3,Boaz Yakin
1318,133000000,22.258428,6.9,Leonard Nimoy
1318,87000000,15.314027,6.4,Leonard Nimoy
1318,0,12.335827,5.8,Leonard Nimoy
2011,173965010,34.005726,5.6,Seth Gordon
2011,163733697,19.500893,5.3,Seth Gordon
2011,117000000,50.309843,6.5,Seth Gordon
2164,174578751,40.262261,5.9,Thor Freudenthal
2164,75700498,21.095489,5.9,Thor Freudenthal
2164,73034460,13.25753,5.7,Thor Freudenthal
774,121463226,33.436092,7.0,Greg Mottola
774,97552050,43.151268,6.5,Greg Mottola
774,17164377,19.978021,6.4,Greg Mottola
1801,269994119,100.348805,6.8,Rawson Marshall Thurber
1801,216972543,45.318703,6.2,Rawson Marshall Thurber
1801,167722310,41.156217,6.2,Rawson Marshall Thurber
985,231449203,36.194802,6.0,Jesse Dylan
985,56070433,8.99269,5.6,Jesse Dylan
985,31155435,11.510281,6.3,Jesse Dylan
1822,244931766,37.073127,7.0,Richard Curtis
1822,87100449,74.817641,7.8,Richard Curtis
1822,36348784,31.02233,7.2,Richard Curtis
2040,218613188,29.464852,6.8,Simon Wells
2040,123729176,25.978555,5.8,Simon Wells
2040,38992758,12.362599,5.5,Simon Wells
1325,210308099,29.887404,5.9,Lewis Gilbert
1325,185438673,27.17347,6.6,Lewis Gilbert
1325,111584787,28.675891,6.5,Lewis Gilbert
438,208076205,34.773106,6.3,Daniel Espinosa
438,3324330,40.371098,6.1,Daniel Espinosa
438,0,7.217328,6.5,Daniel Espinosa
817,205703818,29.15813,5.9,Henry Joost
817,142817992,20.326337,5.2,Henry Joost
817,83707310,62.933899,7.1,Henry Joost
150,203427584,60.246978,6.7,Baltasar Kormákur
150,131940411,42.881415,6.6,Baltasar Kormákur
150,63100000,31.364901,6.1,Baltasar Kormákur
1644,250821495,28.540267,6.3,Nora Ephron
1644,129540499,22.853006,6.6,Nora Ephron
1644,0,2.952595,4.9,Nora Ephron
492,267447150,47.651878,6.8,David Hand
492,184925486,80.171283,6.9,David Hand
492,83320000,32.875469,7.2,David Hand
359,682330139,114.522237,7.1,Christopher McQuarrie
359,218340595,56.868399,6.3,Christopher McQuarrie
359,19125401,8.775844,6.4,Christopher McQuarrie
1385,752215857,89.866276,6.5,Marc Webb
1385,705717432,89.270217,6.5,Marc Webb
1385,60722734,45.610993,7.2,Marc Webb
1469,611899420,38.171417,6.9,Mel Gibson
1469,210000000,60.722162,7.7,Mel Gibson
1469,120175290,41.570047,7.3,Mel Gibson
716,691210692,68.550698,6.9,Gary Ross
716,148336445,14.824166,6.7,Gary Ross
716,25035950,21.589393,6.6,Gary Ross
523,698491347,107.069763,5.8,David Slade
523,75505973,33.394082,6.2,David Slade
523,7022209,25.918007,6.8,David Slade
1086,189833357,16.234053,6.3,John Pasquin
1086,0,5.257009,5.5,John Pasquin
1086,0,19.998581,5.3,John Pasquin
2226,276572938,90.33681,6.0,Tony Gilroy
2226,92991835,18.961323,6.5,Tony Gilroy
2226,60000000,13.630049,5.7,Tony Gilroy
389,746921274,44.989192,6.4,Conrad Vernon
389,381509870,36.167578,6.0,Conrad Vernon
389,140752617,66.242737,5.6,Conrad Vernon
1795,181813770,67.608041,7.2,Randal Kleiser
1795,58853106,22.585384,5.8,Randal Kleiser
1795,34793160,13.13724,6.5,Randal Kleiser
1340,0,1.791331,5.3,Lloyd Kaufman
1340,0,3.905877,5.9,Lloyd Kaufman
1340,0,6.672008,6.3,Lloyd Kaufman
1608,286140700,67.33767,6.4,Neill Blomkamp
1608,210819611,63.13678,7.3,Neill Blomkamp
1608,104399548,116.700319,6.6,Neill Blomkamp
531,938212738,78.144395,7.4,David Yates
531,933959197,98.885637,7.4,David Yates
531,356743061,42.741719,5.5,David Yates
120,231976425,29.381878,7.0,Anthony Minghella
120,173013509,24.598479,6.7,Anthony Minghella
120,128798265,31.385257,7.0,Anthony Minghella
952,0,10.844882,4.8,Jean-Marie Poiré
952,0,8.893676,7.1,Jean-Marie Poiré
952,0,12.283025,5.8,Jean-Marie Poiré
2262,400176459,48.98255,7.7,Victor Fleming
2262,33754967,67.417542,7.4,Victor Fleming
2262,5363000,0.531444,6.0,Victor Fleming
1657,376141306,49.353524,6.1,Olivier Megaton
1657,325771424,88.844777,6.1,Olivier Megaton
1657,60965854,33.785969,6.5,Olivier Megaton
1916,363889678,28.969151,7.0,Roger Michell
1916,94935764,17.270539,5.9,Roger Michell
1916,58785180,22.491388,6.1,Roger Michell
337,383257136,99.561972,7.1,Chris Wedge
337,268426634,36.711378,6.4,Chris Wedge
337,260696994,29.558157,6.0,Chris Wedge
1637,126248813,47.649554,6.0,Nimród Antal
1637,22942221,15.21229,5.5,Nimród Antal
1637,7972967,7.871686,6.7,Nimród Antal
546,122126687,88.496873,7.9,Denis Villeneuve
546,84025816,55.424027,7.2,Denis Villeneuve
546,7103838,21.285206,7.9,Denis Villeneuve
1244,424208848,45.707835,7.6,Kevin Costner
1244,68296293,19.068175,7.0,Kevin Costner
1244,17626234,14.564667,6.1,Kevin Costner
592,433677183,63.148529,6.3,Duncan Jones
592,147332697,59.19888,7.1,Duncan Jones
592,9760104,46.114184,7.6,Duncan Jones
228,470490832,100.412364,6.0,Brad Peyton
228,355692760,40.723459,5.8,Brad Peyton
228,112483764,11.77398,4.9,Brad Peyton
728,473226958,61.692197,6.7,Genndy Tartakovsky
728,358375603,56.257411,6.8,Genndy Tartakovsky
728,0,1.881466,8.0,Genndy Tartakovsky
303,124914842,4.340616,5.1,Charles Herman-Wurmfeld
303,10013424,3.990215,5.9,Charles Herman-Wurmfeld
303,0,0.957022,6.5,Charles Herman-Wurmfeld
1312,383531464,48.93337,6.4,Len Wiseman
1312,111340801,49.020045,6.4,Len Wiseman
1312,95708457,81.829237,6.6,Len Wiseman
2202,441809770,48.356214,7.1,Tom Hooper
2202,414211549,54.053576,7.6,Tom Hooper
2202,0,13.409125,7.2,Tom Hooper
722,754249,20.39955,7.2,Gaspar Noé
722,792,32.476098,7.1,Gaspar Noé
354,44726644,9.499325,6.6,Christopher Cain
354,0,3.646848,5.0,Christopher Cain
273,819939,5.424916,6.7,C. Jay Cox
273,0,1.65426,4.2,C. Jay Cox
2201,44196684,27.600843,6.3,Tom Holland
2201,0,7.866961,5.5,Tom Holland
1090,255273813,60.225219,5.6,John R. Leonetti
1090,51376861,11.916389,3.8,John R. Leonetti
1539,411006740,26.576385,6.1,Mick Jackson
1539,0,19.836124,5.2,Mick Jackson
1977,44352417,11.870301,6.0,Sanaa Hamri
1977,21520719,10.409253,6.1,Sanaa Hamri
2146,5837674,7.876883,6.5,Teddy Chan
2146,0,6.895866,6.5,Teddy Chan
2127,274470394,77.580661,6.0,Sylvester Stallone
2127,155721132,30.445257,6.5,Sylvester Stallone
2020,6003587,7.792851,7.1,Shari Springer Berman
2020,453079,2.26778,5.9,Shari Springer Berman
1523,45479110,11.644243,5.4,Michael Rymer
1523,14011454,2.772178,6.2,Michael Rymer
653,742898,4.129165,5.9,Fenton Bailey
653,653621,3.980072,6.8,Fenton Bailey
1159,46546197,7.360793,4.7,Joseph Kahn
1159,0,10.424596,5.7,Joseph Kahn
2312,0,3.696123,5.8,William Kaufman
2312,0,4.957014,5.2,William Kaufman
1933,25000000,5.529035,6.6,Ronald F. Maxwell
1933,12923936,4.362535,6.1,Ronald F. Maxwell
986,17273593,15.688439,5.9,Jesse Peretz
986,40542,0.374291,3.0,Jesse Peretz
976,3220371,30.001024,6.7,Jeremy Saulnier
976,258384,25.349758,6.9,Jeremy Saulnier
2294,348319861,131.815575,7.0,Wes Ball
2294,311256926,113.161483,6.4,Wes Ball
1552,44030246,35.871248,6.3,Mike Flanagan
1552,0,6.328665,5.8,Mike Flanagan
1768,609841637,30.780599,6.4,Phyllida Lloyd
1768,114956699,23.3784,6.2,Phyllida Lloyd
1160,400062763,73.79505,6.3,Joseph Kosinski
1160,286168572,67.698004,6.4,Joseph Kosinski
2263,1001437,0.59424,5.6,Victor Nunez
2263,0,0.93392,6.5,Victor Nunez
501,5410749,6.760922,4.3,David Leland
501,0,1.278092,7.0,David Leland
2313,40846082,13.664614,5.5,William Malone
2313,18902015,6.756886,3.2,William Malone
1655,871279,1.138383,6.7,Olivier Assayas
1655,0,1.464566,6.7,Olivier Assayas
1758,41480851,9.278361,6.5,Phil Joanou
1758,0,12.822534,4.5,Phil Joanou
203,41833347,6.470766,6.7,Blake Edwards
203,0,0.816883,4.9,Blake Edwards
2115,42000000,10.207065,5.1,Stuart Gillard
2115,0,2.857848,4.0,Stuart Gillard
1910,5634828,7.802245,6.2,Rodrigo García
1910,0,5.517597,6.7,Rodrigo García
1182,25345000,8.30723,6.2,Julian Gilbey
1182,0,9.70276,6.1,Julian Gilbey
182,43984230,21.189028,7.4,Bernardo Bertolucci
182,0,8.429295,7.6,Bernardo Bertolucci
1206,42345360,14.719886,7.7,Karan Johar
1206,17000000,3.246903,6.1,Karan Johar
452,42487390,14.813057,5.0,Danny Pang
452,0,1.583918,5.8,Danny Pang
312,5659286,21.024346,7.0,Charlie Kaufman
312,0,12.761176,7.4,Charlie Kaufman
2061,0,8.387573,6.3,Stephan Elliott
2061,0,4.302941,5.3,Stephan Elliott
1633,42886719,19.212552,6.5,Nigel Cole
1633,0,6.138802,6.6,Nigel Cole
325,17432163,5.596835,5.3,Chris Koch
325,0,7.964289,4.8,Chris Koch
437,43165571,24.054062,6.0,Daniel Barnz
437,5310554,2.366251,5.8,Daniel Barnz
2158,17425000,17.237143,6.0,Thomas Bezucha
2158,0,14.190837,6.2,Thomas Bezucha
1828,43884652,35.307577,7.5,Richard Glatzer
1828,0,0.034135,7.0,Richard Glatzer
330,254134910,34.36645,6.0,Chris Noonan
330,35078241,8.386432,6.3,Chris Noonan
369,47175038,10.194097,6.2,Clare Kilner
369,0,3.199784,5.7,Clare Kilner
1812,47042000,46.377628,6.6,Rian Johnson
1812,5530764,10.218307,6.8,Rian Johnson
2004,47088990,19.234672,6.9,Sean McNamara
2004,14867514,10.9071,6.0,Sean McNamara
195,0,12.257654,7.0,Bille August
195,0,5.419181,6.6,Bille August
1211,52304001,29.954302,5.4,Karyn Kusama
1211,31556061,32.257414,5.3,Karyn Kusama
1411,631744560,84.689648,6.9,Mark Osborne
1411,97571250,35.384423,7.6,Mark Osborne
1220,553171,39.338097,7.8,Katsuhiro Ōtomo
1220,0,9.129808,6.4,Katsuhiro Ōtomo
753,53478166,54.550275,7.3,Gil Junger
753,0,15.913783,5.1,Gil Junger
2028,53587404,4.822033,4.0,Shim Hyung-Rae
2028,16700000,0.680753,4.7,Shim Hyung-Rae
1971,53830415,24.656068,5.6,Sam Miller
1971,0,0.541652,4.5,Sam Miller
467,245623848,39.873791,5.8,Dave Green
467,45300000,17.371327,5.7,Dave Green
398,23563727,6.39503,6.9,Craig Brewer
398,10903846,11.429607,6.6,Craig Brewer
2110,531826,0.305922,3.9,Stewart Raffill
2110,0,3.810697,5.7,Stewart Raffill
1177,242688965,66.757869,5.7,José Padilha
1177,0,23.604936,7.8,José Padilha
324,54667954,15.611857,5.4,Chris Kentis
324,13101672,11.66632,5.2,Chris Kentis
2086,0,3.443916,6.7,Steve Buscemi
2086,0,3.433625,6.4,Steve Buscemi
1860,237382724,22.845143,4.9,Rob Letterman
1860,158162788,45.351617,6.2,Rob Letterman
1117,234989584,39.920035,6.1,Jon Hurwitz
1117,43493123,26.219598,6.2,Jon Hurwitz
1937,15447154,48.784734,6.2,Rowan Joffe
1937,0,3.122152,5.6,Rowan Joffe
193,15431177,7.538513,6.9,Bill Paxton
193,13110448,16.003958,7.0,Bill Paxton
1583,233555708,145.364591,8.0,Morten Tyldum
1583,15699707,20.821846,7.1,Morten Tyldum
615,23006849,16.931846,5.8,Elizabeth Allen Rosenbaum
615,0,9.681147,6.1,Elizabeth Allen Rosenbaum
2005,56255142,43.644978,7.8,Sean Penn
2005,29400000,12.495436,6.5,Sean Penn
164,232324128,62.01056,7.1,Ben Affleck
164,154026136,24.218358,7.0,Ben Affleck
1266,0,11.847324,7.1,Kim Jee-woon
1266,0,43.882857,5.7,Kim Jee-woon
1564,52277485,9.254647,6.8,Mike Tollin
1564,19693891,3.960098,4.8,Mike Tollin
1414,52223306,20.624896,6.6,Mark Romanek
1414,9455232,30.983397,6.8,Mark Romanek
1167,49830607,27.494037,5.9,Josh Gordon
1167,0,19.412028,5.9,Josh Gordon
449,40002112,20.793026,5.1,Danny Cannon
449,27610873,16.541791,6.6,Danny Cannon
1365,6038942,21.276864,7.4,Lynne Ramsay
1365,0,2.507912,7.2,Lynne Ramsay
782,48531470,15.279021,7.1,Guillaume Canet
782,2415472,12.756344,6.0,Guillaume Canet
197,24475416,14.805264,7.4,Billy Bob Thornton
197,0,7.524671,5.8,Billy Bob Thornton
687,22441323,11.000654,6.4,François Ozon
687,0,8.204829,6.9,François Ozon
1826,49469904,12.576381,6.9,Richard Eyre
1826,0,2.714043,6.2,Richard Eyre
2253,16942795,12.102725,7.0,Vadim Perelman
2253,0,9.728143,6.1,Vadim Perelman
2135,0,5.663889,6.8,Tamara Jenkins
2135,0,6.308298,6.5,Tamara Jenkins
1551,49800000,22.030517,7.1,Mike Figgis
1551,0,2.866934,5.2,Mike Figgis
1484,50000000,19.786392,7.8,Michael Cimino
1484,3484331,5.380124,6.4,Michael Cimino
583,15843608,11.782725,4.4,Douglas Aarniokoski
583,10000000,10.013629,4.9,Douglas Aarniokoski
160,16702864,4.492859,4.9,Bart Freundlich
160,0,5.2545,5.5,Bart Freundlich
1680,16671505,21.312186,5.8,Patrick Read Johnson
1680,15369573,1.586598,4.7,Patrick Read Johnson
1624,6294161,6.938854,5.7,Nick Love
1624,0,5.023091,5.0,Nick Love
40,6420319,12.232048,7.0,Alejandro Monteverde
40,0,1.814802,6.7,Alejandro Monteverde
956,6482195,4.131546,5.8,Jeb Stuart
956,0,0.397341,6.0,Jeb Stuart
1232,51164106,30.114383,6.2,Ken Scott
1232,14431253,16.832312,5.0,Ken Scott
1953,6491240,13.143045,6.9,Ryan Fleck
1953,4911725,12.378031,6.5,Ryan Fleck
1732,51854875,16.394452,6.5,Peter Hedges
1732,0,4.270596,6.4,Peter Hedges
2175,565592,0.376662,10.0,Tim McCanlies
2175,0,15.011624,6.9,Tim McCanlies
663,278731369,41.426678,6.0,Florian Henckel von Donnersmarck
663,70000000,34.938177,7.9,Florian Henckel von Donnersmarck
2177,39363635,15.864928,7.3,Tim Robbins
2177,0,4.901553,7.2,Tim Robbins
1559,5332926,11.933449,6.8,Mike Mills
1559,1919197,4.757625,6.1,Mike Mills
481,0,0.653495,4.8,David DeCoteau
481,0,0.4594,3.2,David DeCoteau
2338,2401510,16.574756,6.5,Zal Batmanglij
2338,0,6.192383,6.3,Zal Batmanglij
2267,2375097,10.009994,7.1,Vincent Gallo
2267,0,3.412162,5.5,Vincent Gallo
238,32101000,10.125029,5.4,Brett Leonard
238,24048000,5.301589,5.4,Brett Leonard
1406,20416563,34.821223,7.7,Mark Herman
1406,0,4.647547,6.6,Mark Herman
2097,2297493,0.173964,4.9,Steve Rash
2097,0,1.569449,4.9,Steve Rash
11,4217115,5.700333,6.7,Adam Rifkin
11,0,0.472123,5.5,Adam Rifkin
2282,0,1.280733,6.4,Walter Lang
2282,0,1.847822,6.2,Walter Lang
403,20256975,6.872784,4.9,Craig R. Baxley
403,0,3.623002,5.7,Craig R. Baxley
870,20217080,3.75074,7.0,Jacques Perrin
870,19406406,10.706613,7.3,Jacques Perrin
1128,0,5.100741,5.7,Jonas Åkerlund
1128,0,6.249262,6.6,Jonas Åkerlund
1165,32980880,14.013414,5.9,Joseph Zito
1165,0,4.192064,5.3,Joseph Zito
520,33000000,14.905357,6.2,David Schwimmer
520,120000,21.230737,6.6,David Schwimmer
601,20211394,16.074397,6.3,Ed Harris
601,0,8.483531,6.6,Ed Harris
246,0,3.937352,5.5,Brian Gibson
246,0,7.921311,6.9,Brian Gibson
2260,367275019,47.094369,5.8,Vicky Jenson
2260,6405245,7.446069,5.0,Vicky Jenson
363,0,25.496926,6.9,Christopher Smith
363,0,12.898984,6.4,Christopher Smith
1664,2074000,0.055868,5.5,Pan Nalin
1664,0,0.48088,4.2,Pan Nalin
1035,368744044,18.115566,6.2,Joel Zwick
1035,0,7.157635,4.3,Joel Zwick
1392,33526835,7.499639,6.0,Marcus Raboy
1392,9069,1.728816,7.0,Marcus Raboy
910,2057193,4.86805,5.4,James Toback
910,0,5.336243,4.8,James Toback
1180,33965843,25.894065,7.8,Juan José Campanella
1180,24000000,14.866351,6.0,Juan José Campanella
1103,2945242,4.056774,6.0,John Turturro
1103,0,0.111313,6.3,John Turturro
1490,2450846,21.343093,6.6,Michael Cuesta
1490,1667192,7.731064,6.7,Michael Cuesta
1285,31070211,15.89534,4.8,Kurt Wimmer
1285,5359645,44.566609,6.9,Kurt Wimmer
1208,343397247,36.32705,6.3,Karey Kirkpatrick
1208,0,12.340384,5.7,Karey Kirkpatrick
1240,28818995,10.925618,5.2,Kevin Allen
1240,0,0.502396,5.8,Kevin Allen
215,0,9.066881,6.5,Bob Saget
215,0,1.963219,3.2,Bob Saget
1764,21500000,17.567332,7.3,Philip Kaufman
1764,7060876,7.261196,6.8,Philip Kaufman
762,21510851,4.134327,4.8,Glen Morgan
762,0,1.322528,5.8,Glen Morgan
981,2801508,6.728882,5.6,Jerry Jameson
981,0,1.630541,5.2,Jerry Jameson
1387,0,11.237374,6.8,Marco Kreuzpaintner
1387,0,3.120747,6.7,Marco Kreuzpaintner
2326,29385320,3.721858,7.4,Yash Chopra
2326,0,5.900535,7.3,Yash Chopra
756,0,0.139384,6.2,Gillian Armstrong
756,0,16.418639,7.0,Gillian Armstrong
1945,482860185,138.433168,7.0,Rupert Wyatt
1945,39171130,22.622453,5.7,Rupert Wyatt
1938,30050028,6.216203,6.3,Rowdy Herrington
1938,0,2.897449,5.5,Rowdy Herrington
732,28084357,13.817269,6.9,George Armitage
732,6808550,6.397388,5.0,George Armitage
2026,30102717,10.484642,5.3,Sheldon Lettich
2026,3283371,5.411243,6.9,Sheldon Lettich
643,0,4.943588,5.5,Ernie Barbarash
643,0,6.988357,5.5,Ernie Barbarash
343,30199105,7.832337,5.6,Christian Duguay
343,10959475,2.911819,5.0,Christian Duguay
553,30226144,10.84158,6.9,Denzel Washington
553,23367586,13.349012,6.7,Denzel Washington
1251,340487652,29.21998,6.6,Kevin Lima
1251,183611771,9.895061,5.1,Kevin Lima
1510,21000000,3.043589,6.1,Michael Mayer
1510,1548955,5.483531,6.8,Michael Mayer
1257,0,6.138213,6.5,Kevin Spacey
1257,0,2.388683,5.6,Kevin Spacey
1647,2455831,9.100352,7.0,Ol Parker
1647,0,14.142073,7.3,Ol Parker
2227,0,6.370267,6.2,Tony Goldwyn
2227,0,7.901891,6.0,Tony Goldwyn
2174,368871007,63.473086,6.8,Tim Johnson
2174,26288320,18.815442,6.6,Tim Johnson
1695,4245870,1.369528,4.5,Paul Gross
1695,0,2.405911,6.3,Paul Gross
2220,27388767,22.71592,5.9,Tommy O'Haver
2220,0,11.592129,5.5,Tommy O'Haver
1520,0,2.849895,6.2,Michael Radford
1520,0,12.467267,6.7,Michael Radford
1183,37311672,18.236284,6.9,Julian Jarrold
1183,0,7.247023,7.0,Julian Jarrold
285,37402877,8.305998,7.0,Carol Reed
285,14400000,1.379354,6.4,Carol Reed
2232,37600000,2.833166,6.1,Tony Richardson
2232,0,2.226412,5.8,Tony Richardson
