cast,revenue,popularity,vote_average,name
2015,28262574,58.845025,8.0,Harvey Keitel
2015,25836616,64.181668,6.9,Harvey Keitel
2015,16700000,0.680753,4.7,Harvey Keitel
2015,14661007,66.925866,8.0,Harvey Keitel
2015,8373585,14.672151,7.0,Harvey Keitel
2015,3000000,17.002096,7.2,Harvey Keitel
2015,0,18.335992,5.2,Harvey Keitel
2015,0,8.218383,6.0,Harvey Keitel
2527,130482868,73.872343,6.6,Jim Broadbent
2527,80573774,38.623178,7.4,Jim Broadbent
2527,27409889,16.343317,7.0,Jim Broadbent
2527,18124262,7.235794,7.0,Jim Broadbent
2527,92,1.939054,6.9,Jim Broadbent
2527,0,5.107235,6.9,Jim Broadbent
2527,0,3.810943,5.1,Jim Broadbent
2527,0,5.099923,6.8,Jim Broadbent
2527,0,10.364582,5.8,Jim Broadbent
2527,0,2.714043,6.2,Jim Broadbent
2527,0,8.628519,6.7,Jim Broadbent
4763,554987477,20.678787,6.4,Salma Hayek
4763,271430189,38.864027,6.0,Salma Hayek
4763,98185582,27.555646,6.2,Salma Hayek
4763,73100172,26.799913,6.0,Salma Hayek
4763,61347797,14.113066,6.0,Salma Hayek
4763,56298474,18.422327,7.3,Salma Hayek
4763,25405445,25.511217,6.8,Salma Hayek
4763,17193231,2.77255,5.2,Salma Hayek
4763,16757163,11.880899,5.5,Salma Hayek
4763,10496317,20.27704,5.8,Salma Hayek
4763,0,0.409089,4.2,Salma Hayek
1600,752215857,89.866276,6.5,Emma Stone
1600,705717432,89.270217,6.5,Emma Stone
1600,585178928,64.183321,6.8,Emma Stone
1600,124272124,42.191509,7.8,Emma Stone
1600,103215094,89.811154,7.4,Emma Stone
1600,102391382,57.300674,7.2,Emma Stone
1600,83761844,12.25622,5.0,Emma Stone
1600,74952305,45.395839,6.7,Emma Stone
1600,70442940,25.838073,5.6,Emma Stone
1600,32438988,35.350303,4.4,Emma Stone
1600,26250020,29.652536,5.2,Emma Stone
3811,1156730962,875.581305,6.4,Michael Keaton
3811,411348924,44.104469,7.0,Michael Keaton
3811,280000000,59.113174,6.6,Michael Keaton
3811,242688965,66.757869,5.7,Michael Keaton
3811,103215094,89.811154,7.4,Michael Keaton
3811,91196419,14.447723,5.6,Michael Keaton
3811,88346473,41.503588,7.8,Michael Keaton
3811,66002004,12.050755,5.1,Michael Keaton
3811,0,11.120344,5.5,Michael Keaton
3811,0,10.19377,7.2,Michael Keaton
3811,0,1.485324,7.0,Michael Keaton
1538,469160692,59.547928,7.5,Elizabeth Banks
1538,92380927,24.917665,6.4,Elizabeth Banks
1538,79700000,27.009723,5.8,Elizabeth Banks
1538,55447968,29.173266,6.7,Elizabeth Banks
1538,51148651,34.421696,6.9,Elizabeth Banks
1538,50650079,18.676291,5.0,Elizabeth Banks
1538,46221189,34.041407,6.2,Elizabeth Banks
1538,42105111,27.326466,6.1,Elizabeth Banks
1538,29506464,10.445391,6.1,Elizabeth Banks
1538,17273593,15.688439,5.9,Elizabeth Banks
1538,0,17.327279,6.3,Elizabeth Banks
927,467365246,78.291018,7.4,Chris Pine
927,385680446,73.616808,7.4,Chris Pine
927,343471816,65.352913,6.6,Chris Pine
927,306941670,61.788035,7.1,Chris Pine
927,167805466,37.698465,6.3,Chris Pine
927,156974557,38.994297,5.9,Chris Pine
927,52099090,28.223664,6.3,Chris Pine
927,50549107,42.538258,5.9,Chris Pine
927,38159905,22.074306,5.8,Chris Pine
927,5802422,12.708963,5.8,Chris Pine
927,4040588,6.174435,6.6,Chris Pine
5291,156822020,31.242999,7.6,Tim Robbins
5291,60874615,16.058284,5.7,Tim Robbins
5291,37962774,11.374306,5.1,Tim Robbins
5291,28341469,136.747729,8.5,Tim Robbins
5291,18195610,8.359599,5.8,Tim Robbins
5291,4291965,4.052219,6.4,Tim Robbins
5291,0,14.188982,7.1,Tim Robbins
5291,0,8.859657,6.2,Tim Robbins
5291,0,8.747922,6.3,Tim Robbins
5291,0,8.618208,6.3,Tim Robbins
5291,0,12.819447,7.0,Tim Robbins
4043,173959438,24.389194,5.6,Nia Long
4043,138259062,17.61292,5.4,Nia Long
4043,97918663,13.590677,5.2,Nia Long
4043,34573780,3.951041,6.8,Nia Long
4043,28780255,11.233081,6.5,Nia Long
4043,28215918,25.5748,7.0,Nia Long
4043,14011454,2.772178,6.2,Nia Long
4043,330048,0.414754,4.5,Nia Long
4043,0,1.569449,4.9,Nia Long
4043,0,4.105363,6.6,Nia Long
4043,0,1.000178,8.1,Nia Long
2652,243400000,76.842247,5.6,John Hurt
2652,62112895,9.061866,5.5,John Hurt
2652,31596911,10.703456,6.5,John Hurt
2652,26010864,30.271066,7.9,John Hurt
2652,3484331,5.380124,6.4,John Hurt
2652,0,3.891186,5.2,John Hurt
2652,0,3.122152,5.6,John Hurt
2652,0,8.045488,6.8,John Hurt
2652,0,9.318033,5.7,John Hurt
2652,0,0.933891,6.9,John Hurt
2652,0,33.649652,6.6,John Hurt
2451,181001478,49.078546,7.3,Jennifer Jason Leigh
2451,155760117,68.717016,7.6,Jennifer Jason Leigh
2451,27092880,20.403344,7.0,Jennifer Jason Leigh
2451,8203235,35.252056,7.3,Jennifer Jason Leigh
2451,5659286,21.024346,7.0,Jennifer Jason Leigh
2451,2856712,21.928025,6.7,Jennifer Jason Leigh
2451,23,10.536092,4.6,Jennifer Jason Leigh
2451,0,14.188982,7.1,Jennifer Jason Leigh
2451,0,12.761176,7.4,Jennifer Jason Leigh
2451,0,5.380733,6.1,Jennifer Jason Leigh
2451,0,0.116873,4.7,Jennifer Jason Leigh
3074,97837138,38.018085,6.7,Kiefer Sutherland
3074,77920346,15.352807,5.8,Kiefer Sutherland
3074,72436439,19.774543,6.0,Kiefer Sutherland
3074,61489265,24.114459,6.3,Kiefer Sutherland
3074,44726644,9.499325,6.6,Kiefer Sutherland
3074,27200316,39.324831,7.2,Kiefer Sutherland
3074,21817298,36.173598,7.0,Kiefer Sutherland
3074,0,4.682881,6.5,Kiefer Sutherland
3074,0,3.996392,5.8,Kiefer Sutherland
3074,0,11.071522,5.8,Kiefer Sutherland
3074,0,2.753501,4.7,Kiefer Sutherland
4961,1123746996,28.529607,6.1,Shia LaBeouf
4961,836297228,21.939663,6.0,Shia LaBeouf
4961,786636033,75.674458,5.7,Shia LaBeouf
4961,709709780,25.468493,6.6,Shia LaBeouf
4961,211817906,139.575085,7.4,Shia LaBeouf
4961,178066569,46.887983,6.3,Shia LaBeouf
4961,149044513,23.230851,5.9,Shia LaBeouf
4961,134748021,23.25645,5.8,Shia LaBeouf
4961,117760134,31.690456,6.6,Shia LaBeouf
4961,15431177,7.538513,6.9,Shia LaBeouf
4961,0,5.20209,5.6,Shia LaBeouf
4267,433677183,63.148529,6.3,Paula Patton
4267,131940411,42.881415,6.6,Paula Patton
4267,72436439,19.774543,6.0,Paula Patton
4267,47536959,18.664624,6.9,Paula Patton
4267,37710610,4.492455,6.0,Paula Patton
4267,22456509,11.436405,5.6,Paula Patton
4267,21520719,10.409253,6.1,Paula Patton
4267,17600000,5.815881,5.8,Paula Patton
4267,0,2.711955,5.1,Paula Patton
4267,0,3.810827,5.2,Paula Patton
4785,358372926,65.948959,7.1,Samantha Morton
4785,284139100,43.926995,6.1,Samantha Morton
4785,8159508,11.357474,7.5,Samantha Morton
4785,5000000,5.033065,5.9,Samantha Morton
4785,7,0.11615,8.0,Samantha Morton
4785,0,12.761176,7.4,Samantha Morton
4785,0,8.859657,6.2,Samantha Morton
4785,0,0.165367,4.5,Samantha Morton
4785,0,7.588597,5.9,Samantha Morton
4785,0,2.507912,7.2,Samantha Morton
914,1405403694,134.279229,7.3,Chris Hemsworth
914,644571402,99.499595,6.8,Chris Hemsworth
914,449326618,86.493424,6.6,Chris Hemsworth
914,396600000,77.178973,5.8,Chris Hemsworth
914,164602163,60.467984,6.0,Chris Hemsworth
914,93820758,50.767332,6.5,Chris Hemsworth
914,90247624,33.003828,7.7,Chris Hemsworth
914,66486080,73.987775,6.5,Chris Hemsworth
914,17752940,46.832372,5.1,Chris Hemsworth
914,46488,8.207425,6.0,Chris Hemsworth
784,738599701,70.78591,6.7,Carrie-Anne Moss
784,463517383,104.309993,7.9,Carrie-Anne Moss
784,424988211,73.313918,6.4,Carrie-Anne Moss
784,117831631,50.561849,5.2,Carrie-Anne Moss
784,117760134,31.690456,6.6,Carrie-Anne Moss
784,39723096,60.715151,8.1,Carrie-Anne Moss
784,33463969,13.800656,5.4,Carrie-Anne Moss
784,13000000,8.715822,5.5,Carrie-Anne Moss
784,426224,5.244518,6.6,Carrie-Anne Moss
784,0,5.057695,6.8,Carrie-Anne Moss
2041,414211549,54.053576,7.6,Helena Bonham Carter
2041,362211740,51.188633,5.6,Helena Bonham Carter
2041,245527149,50.306728,5.7,Helena Bonham Carter
2041,192452832,30.380747,6.8,Helena Bonham Carter
2041,117195061,43.571612,7.2,Helena Bonham Carter
2041,25966555,5.897391,6.9,Helena Bonham Carter
2041,20966644,7.961559,6.9,Helena Bonham Carter
2041,9494789,10.651202,6.7,Helena Bonham Carter
2041,973525,4.442355,6.2,Helena Bonham Carter
2041,0,1.498245,7.7,Helena Bonham Carter
2588,476684675,2.186927,7.1,Joe Pesci
2588,358991681,81.487685,6.3,Joe Pesci
2588,321731527,36.172182,6.4,Joe Pesci
2588,285444603,24.855701,6.3,Joe Pesci
2588,116112375,40.06688,7.8,Joe Pesci
2588,64088552,19.231507,7.3,Joe Pesci
2588,46836394,63.654244,8.2,Joe Pesci
2588,23000000,35.524457,7.7,Joe Pesci
2588,0,5.016607,5.4,Joe Pesci
2588,0,5.000126,6.0,Joe Pesci
549,816969268,60.442593,6.7,Bill Pullman
549,389681935,48.775723,4.9,Bill Pullman
549,287928194,19.830132,6.0,Bill Pullman
549,56870414,11.678561,5.5,Bill Pullman
549,38119483,39.890798,6.7,Bill Pullman
549,36754634,14.44381,6.3,Bill Pullman
549,13000000,7.296459,6.2,Bill Pullman
549,4040588,6.174435,6.6,Bill Pullman
549,1980338,2.732031,6.0,Bill Pullman
549,0,2.597665,5.6,Bill Pullman
2403,101646581,13.308127,5.5,Jean-Claude Van Damme
2403,99423521,19.286099,4.1,Jean-Claude Van Damme
2403,51702483,10.115011,5.2,Jean-Claude Van Damme
2403,30102717,10.484642,5.3,Jean-Claude Van Damme
2403,11806119,17.49699,6.6,Jean-Claude Van Damme
2403,10667893,14.566664,4.2,Jean-Claude Van Damme
2403,0,2.214925,4.6,Jean-Claude Van Damme
2403,0,4.943588,5.5,Jean-Claude Van Damme
2403,0,11.689337,5.5,Jean-Claude Van Damme
2403,0,2.706207,4.7,Jean-Claude Van Damme
5558,212404396,25.877794,6.0,Will Patton
5558,136706683,25.996219,7.4,Will Patton
5558,55157539,14.733513,6.1,Will Patton
5558,54700105,35.099611,6.1,Will Patton
5558,42333295,22.888173,5.8,Will Patton
5558,17626234,14.564667,6.1,Will Patton
5558,876302,4.749885,6.5,Will Patton
5558,771499,0.717811,4.8,Will Patton
5558,0,0.713906,6.4,Will Patton
5558,0,14.211699,6.4,Will Patton
5417,90508336,3.107371,6.4,Tyler Perry
5417,60072596,2.986286,6.1,Tyler Perry
5417,57231524,5.882208,6.0,Tyler Perry
5417,55184721,2.005111,6.1,Tyler Perry
5417,30353232,14.513243,5.1,Tyler Perry
5417,0,2.242809,6.0,Tyler Perry
5417,0,4.448494,6.2,Tyler Perry
5417,0,5.377155,7.0,Tyler Perry
5417,0,7.050951,5.9,Tyler Perry
5417,0,3.784535,6.4,Tyler Perry
23,100076342,14.353279,5.6,Abigail Breslin
23,95714875,24.09152,7.1,Abigail Breslin
23,92601050,15.794946,6.1,Abigail Breslin
23,68572378,34.532418,6.6,Abigail Breslin
23,55447968,29.173266,6.7,Abigail Breslin
23,187112,40.016306,5.2,Abigail Breslin
23,0,4.976268,6.8,Abigail Breslin
23,0,14.182301,5.3,Abigail Breslin
23,0,6.27141,6.4,Abigail Breslin
23,0,3.158056,5.3,Abigail Breslin
2820,442824138,45.381501,7.3,Julia Stiles
2820,91038276,9.969624,6.3,Julia Stiles
2820,53478166,54.550275,7.3,Julia Stiles
2820,17432163,5.596835,5.3,Julia Stiles
2820,0,3.215465,4.6,Julia Stiles
2820,0,19.718544,6.5,Julia Stiles
2820,0,3.269459,4.9,Julia Stiles
2820,0,4.75919,5.5,Julia Stiles
2820,0,17.943945,5.9,Julia Stiles
2820,0,1.369649,5.7,Julia Stiles
294,161025640,59.428223,6.2,Angela Bassett
294,48169908,19.822791,7.2,Angela Bassett
294,37672350,2.003047,6.0,Angela Bassett
294,21800302,2.850896,5.0,Angela Bassett
294,19800000,6.772615,4.5,Angela Bassett
294,18948425,4.932893,6.7,Angela Bassett
294,14828081,5.762037,4.9,Angela Bassett
294,7018189,7.180403,5.8,Angela Bassett
294,0,7.921311,6.9,Angela Bassett
294,0,4.245123,6.0,Angela Bassett
5429,213928762,121.463076,8.3,Uma Thurman
5429,180949000,79.754966,7.7,Uma Thurman
5429,152159461,50.622607,7.6,Uma Thurman
5429,96269812,29.018826,5.9,Uma Thurman
5429,95226116,18.61472,5.4,Uma Thurman
5429,60896147,20.252143,4.8,Uma Thurman
5429,38058335,6.803965,6.1,Uma Thurman
5429,0,9.728143,6.1,Uma Thurman
5429,0,10.955567,4.7,Uma Thurman
5429,0,17.932561,5.4,Uma Thurman
3350,226497209,61.121717,6.0,Logan Lerman
3350,211817906,139.575085,7.4,Logan Lerman
3350,174578751,40.262261,5.9,Logan Lerman
3350,132274484,36.605246,5.6,Logan Lerman
3350,77566815,23.197408,6.3,Logan Lerman
3350,70016220,48.801089,6.9,Logan Lerman
3350,40828540,27.631262,5.6,Logan Lerman
3350,33400000,43.444135,7.7,Logan Lerman
3350,0,5.625989,6.8,Logan Lerman
3350,0,7.712206,5.5,Logan Lerman
3883,226904017,37.917002,5.7,Mickey Rourke
3883,44703995,40.196514,7.3,Mickey Rourke
3883,39407616,85.428395,6.3,Mickey Rourke
3883,22944502,18.394571,6.0,Mickey Rourke
3883,7434726,12.869436,6.1,Mickey Rourke
3883,6735922,12.313143,5.8,Mickey Rourke
3883,382174,6.333869,4.4,Mickey Rourke
3883,0,1.589693,6.4,Mickey Rourke
3883,0,6.249262,6.6,Mickey Rourke
3883,0,5.87193,6.9,Mickey Rourke
3902,549368315,68.87691,6.3,Mila Kunis
3902,491868548,46.985445,5.7,Mila Kunis
3902,327803731,91.285683,7.3,Mila Kunis
3902,183987723,85.36908,5.2,Mila Kunis
3902,183936074,42.512296,6.3,Mila Kunis
3902,157107755,32.363538,6.6,Mila Kunis
3902,150483765,40.526587,6.5,Mila Kunis
3902,105173115,50.670253,6.4,Mila Kunis
3902,85416905,25.903237,5.2,Mila Kunis
3902,10848783,14.652342,5.7,Mila Kunis
1602,976475550,109.984351,7.5,Emma Watson
1602,938212738,78.144395,7.4,Emma Watson
1602,933959197,98.885637,7.4,Emma Watson
1602,895921036,101.250416,7.5,Emma Watson
1602,876688482,132.397737,7.4,Emma Watson
1602,789804554,79.679601,7.7,Emma Watson
1602,362637473,46.115758,5.6,Emma Watson
1602,50877145,16.493576,5.8,Emma Watson
1602,33400000,43.444135,7.7,Emma Watson
1602,17671101,27.215666,5.3,Emma Watson
350,149270999,39.001682,6.1,Anthony Anderson
350,75781642,10.297189,6.2,Anthony Anderson
350,28818995,10.925618,5.2,Anthony Anderson
350,23563727,6.39503,6.9,Anthony Anderson
350,51,4.480167,4.3,Anthony Anderson
350,0,0.328498,5.0,Anthony Anderson
350,0,10.292864,4.3,Anthony Anderson
350,0,2.27213,6.6,Anthony Anderson
350,0,7.314796,4.7,Anthony Anderson
350,0,5.079017,5.1,Anthony Anderson
4885,234989584,39.920035,6.1,Seann William Scott
4885,231449203,36.194802,6.0,Seann William Scott
4885,119754278,14.759948,5.9,Seann William Scott
4885,110803676,15.98212,5.1,Seann William Scott
4885,104945765,23.661071,5.6,Seann William Scott
4885,92380927,24.917665,6.4,Seann William Scott
4885,80916492,24.107835,6.4,Seann William Scott
4885,73180723,25.316146,5.2,Seann William Scott
4885,374743,9.349386,5.2,Seann William Scott
4885,0,15.20707,5.1,Seann William Scott
2368,543513985,113.858273,7.1,Jason Segel
2368,216197492,28.497242,5.4,Jason Segel
2368,165184237,17.047276,6.5,Jason Segel
2368,126069509,72.641296,5.3,Jason Segel
2368,105173115,50.670253,6.4,Jason Segel
2368,91636986,25.391899,6.5,Jason Segel
2368,88058786,38.429648,5.6,Jason Segel
2368,53909751,27.71063,5.7,Jason Segel
2368,6413915,9.371811,5.4,Jason Segel
2368,4417580,10.409155,6.1,Jason Segel
5108,164433867,18.106021,5.6,Steve Zahn
5108,119269486,21.605568,5.7,Steve Zahn
5108,36642838,11.183197,6.3,Steve Zahn
5108,35743308,7.226115,6.5,Steve Zahn
5108,22852638,20.792603,6.2,Steve Zahn
5108,19351569,12.887673,5.4,Steve Zahn
5108,7177143,17.078656,6.9,Steve Zahn
5108,6575282,4.961306,4.7,Steve Zahn
5108,1943649,2.079125,5.5,Steve Zahn
5108,0,1.190729,6.3,Steve Zahn
2520,401128639,60.034162,5.2,Jet Li
2520,177394432,23.607392,7.2,Jet Li
2520,127906624,17.097041,6.3,Jet Li
2520,91036760,19.750059,6.0,Jet Li
2520,72700000,21.746245,5.7,Jet Li
2520,64437847,16.936576,6.4,Jet Li
2520,56489558,12.837116,5.8,Jet Li
2520,50871113,25.999888,6.6,Jet Li
2520,40452643,18.896239,6.0,Jet Li
2520,0,6.884467,6.3,Jet Li
4220,407711549,2.871739,6.8,Patrick Stewart
4220,296339527,4.66891,6.8,Patrick Stewart
4220,218613188,29.464852,6.8,Patrick Stewart
4220,150000000,25.6713,7.0,Patrick Stewart
4220,136982834,22.179658,6.5,Patrick Stewart
4220,120000000,14.779041,6.4,Patrick Stewart
4220,118000000,19.711951,6.3,Patrick Stewart
4220,67312826,21.605533,6.1,Patrick Stewart
4220,18662027,6.682006,5.9,Patrick Stewart
4220,0,1.985243,6.1,Patrick Stewart
2378,1108561013,93.004993,6.9,Javier Bardem
2378,204594016,28.800112,5.8,Javier Bardem
2378,171600000,53.645267,7.7,Javier Bardem
2378,96408652,32.758254,6.7,Javier Bardem
2378,71009334,35.022029,5.0,Javier Bardem
2378,38535221,17.363739,7.2,Javier Bardem
2378,25147786,13.930763,7.0,Javier Bardem
2378,13644292,26.935458,5.5,Javier Bardem
2378,4607608,5.361699,6.4,Javier Bardem
2378,146402,3.663108,7.1,Javier Bardem
754,574480841,48.780039,6.3,Carla Gugino
754,470490832,100.412364,6.0,Carla Gugino
754,197011982,21.998734,4.7,Carla Gugino
754,187361754,32.835777,5.7,Carla Gugino
754,185258983,64.798873,7.0,Carla Gugino
754,119723358,24.085144,5.3,Carla Gugino
754,73174566,18.380176,5.9,Carla Gugino
754,72700000,21.746245,5.7,Carla Gugino
754,0,0.098351,8.0,Carla Gugino
754,0,2.932784,5.0,Carla Gugino
5230,585174222,120.725053,7.4,Terrence Howard
5230,71625195,7.210095,6.7,Terrence Howard
5230,32287044,14.244518,5.9,Terrence Howard
5230,23563727,6.39503,6.9,Terrence Howard
5230,18074539,29.647844,5.9,Terrence Howard
5230,14373825,18.172736,6.3,Terrence Howard
5230,5271666,3.809131,3.4,Terrence Howard
5230,0,8.048305,6.6,Terrence Howard
5230,0,1.897761,5.2,Terrence Howard
5230,0,2.711955,5.1,Terrence Howard
3893,919838758,47.320801,6.7,Mike Myers
3893,798958165,42.986467,6.0,Mike Myers
3893,752600867,44.041186,6.0,Mike Myers
3893,484409218,67.298732,7.3,Mike Myers
3893,310940086,18.316151,6.2,Mike Myers
3893,296655431,40.137264,5.9,Mike Myers
3893,121697323,21.815122,6.5,Mike Myers
3893,67683989,36.15716,6.5,Mike Myers
3893,41819064,13.218008,4.3,Mike Myers
3893,0,18.251129,4.9,Mike Myers
5422,368780809,1.859364,5.7,Téa Leoni
5422,202026112,25.159168,5.9,Téa Leoni
5422,141407024,33.872182,6.5,Téa Leoni
5422,140464664,34.070054,5.9,Téa Leoni
5422,55041367,14.209329,5.8,Téa Leoni
5422,14702438,5.500324,6.3,Téa Leoni
5422,2426851,6.091951,6.2,Téa Leoni
5422,0,19.705489,6.5,Téa Leoni
5422,0,8.711782,6.4,Téa Leoni
5422,0,17.98817,6.4,Téa Leoni
3643,369884651,57.110486,6.5,Matt Dillon
3643,130431368,18.600367,5.4,Matt Dillon
3643,98410061,28.223163,7.2,Matt Dillon
3643,69055695,18.47242,6.0,Matt Dillon
3643,67200000,25.041992,6.3,Matt Dillon
3643,66002004,12.050755,5.1,Matt Dillon
3643,33697647,13.455373,6.9,Matt Dillon
3643,21284514,12.309715,6.7,Matt Dillon
3643,0,2.64486,5.4,Matt Dillon
3643,0,2.388683,5.6,Matt Dillon
931,532680671,48.110909,6.6,Chris Rock
931,246984278,45.589568,5.8,Chris Rock
931,190320568,26.065735,6.2,Chris Rock
931,65977295,14.086292,5.4,Chris Rock
931,25434291,15.896312,6.3,Chris Rock
931,13596911,10.54544,5.9,Chris Rock
931,13196245,4.536745,5.0,Chris Rock
931,0,3.457194,5.3,Chris Rock
931,0,9.166658,4.9,Chris Rock
931,0,3.572339,5.9,Chris Rock
2531,611899420,38.171417,6.9,Jim Caviezel
2531,122915111,44.478043,6.7,Jim Caviezel
2531,98126565,40.072583,7.2,Jim Caviezel
2531,75395048,26.595983,7.3,Jim Caviezel
2531,68106245,19.258041,7.0,Jim Caviezel
2531,63781810,14.046705,6.1,Jim Caviezel
2531,30127963,7.297757,6.3,Jim Caviezel
2531,29700000,6.454634,5.6,Jim Caviezel
2531,0,2.897449,5.5,Jim Caviezel
2531,0,0.212108,5.3,Jim Caviezel
4741,125586134,27.654472,5.6,Ryan Phillippe
4741,85412898,26.072228,7.0,Ryan Phillippe
4741,75902208,23.449703,6.6,Ryan Phillippe
4741,65900249,23.9366,6.7,Ryan Phillippe
4741,19125401,8.775844,6.4,Ryan Phillippe
4741,18195610,8.359599,5.8,Ryan Phillippe
4741,16757163,11.880899,5.5,Ryan Phillippe
4741,11207130,4.002579,6.1,Ryan Phillippe
4741,0,4.50829,5.2,Ryan Phillippe
4741,0,3.789485,5.9,Ryan Phillippe
1003,173930596,60.231382,6.7,Cillian Murphy
1003,93820758,50.767332,6.5,Cillian Murphy
1003,82719885,45.490374,7.1,Cillian Murphy
1003,57891803,8.802626,6.2,Cillian Murphy
1003,32017803,51.502884,7.0,Cillian Murphy
1003,31466789,19.944479,6.4,Cillian Murphy
1003,22889018,6.787967,7.1,Cillian Murphy
1003,13551174,22.748174,6.0,Cillian Murphy
1003,53086,6.500835,5.1,Cillian Murphy
1003,0,3.810943,5.1,Cillian Murphy
2684,268031828,101.599427,5.6,John Turturro
2684,201596308,40.597344,5.5,John Turturro
2684,171269535,18.121404,5.6,John Turturro
2684,92913171,32.908414,6.4,John Turturro
2684,71868327,39.742009,7.3,John Turturro
2684,22921898,18.422008,6.9,John Turturro
2684,16178959,3.593349,5.4,John Turturro
2684,5409517,8.098369,4.3,John Turturro
2684,0,0.111313,6.3,John Turturro
2684,0,6.997495,6.4,John Turturro
285,149281606,12.25264,4.9,Andy García
285,136766062,59.194915,7.1,Andy García
285,45892212,11.19602,6.2,Andy García
285,9622846,5.759545,6.4,Andy García
285,6670712,6.497285,6.9,Andy García
285,4386236,3.588529,6.0,Andy García
285,529766,6.932221,6.7,Andy García
285,17479,5.727602,5.8,Andy García
285,0,2.680629,5.2,Andy García
5070,131183530,43.815492,6.5,Stephen Dorff
5070,18902015,6.756886,3.2,Stephen Dorff
5070,10442808,9.292987,3.1,Stephen Dorff
5070,0,5.023091,5.0,Stephen Dorff
5070,0,9.590373,6.0,Stephen Dorff
5070,0,4.176066,6.2,Stephen Dorff
5070,0,3.919057,4.4,Stephen Dorff
5070,0,0.753481,5.5,Stephen Dorff
5070,0,1.492056,5.5,Stephen Dorff
4314,261930431,44.906918,5.9,Peter Sarsgaard
4314,223387299,32.05145,6.1,Peter Sarsgaard
4314,219851172,51.872839,5.1,Peter Sarsgaard
4314,91974818,29.105407,6.4,Peter Sarsgaard
4314,41596251,29.295801,6.7,Peter Sarsgaard
4314,35168966,15.625949,6.1,Peter Sarsgaard
4314,26096852,16.990308,6.8,Peter Sarsgaard
4314,11540607,15.557144,7.2,Peter Sarsgaard
4314,2944752,6.27257,6.6,Peter Sarsgaard
3866,243637091,140.849495,5.6,Michelle Monaghan
3866,211780824,43.865294,6.2,Michelle Monaghan
3866,178066569,46.887983,6.3,Michelle Monaghan
3866,147332697,59.19888,7.1,Michelle Monaghan
3866,84601681,19.574774,6.0,Michelle Monaghan
3866,35926213,33.93914,7.2,Michelle Monaghan
3866,15785148,32.690038,7.2,Michelle Monaghan
3866,2527904,13.268936,6.4,Michelle Monaghan
3866,0,1.20173,6.8,Michelle Monaghan
4930,261317921,43.129703,7.1,Sharon Stone
4930,170362582,16.582709,5.5,Sharon Stone
4930,116112375,40.06688,7.8,Sharon Stone
4930,82102379,32.271938,4.2,Sharon Stone
4930,38629478,13.483387,4.6,Sharon Stone
4930,18552460,16.473355,6.3,Sharon Stone
4930,13100000,18.65988,5.8,Sharon Stone
4930,0,5.497682,7.1,Sharon Stone
4930,0,2.857936,5.3,Sharon Stone
2804,1108561013,93.004993,6.9,Judi Dench
2804,103951461,19.625972,5.7,Judi Dench
2804,100129872,29.019504,7.4,Judi Dench
2804,85978266,17.592299,6.3,Judi Dench
2804,53825515,9.357734,5.1,Judi Dench
2804,49469904,12.576381,6.9,Judi Dench
2804,21001563,2.238646,5.8,Judi Dench
2804,0,2.714043,6.2,Judi Dench
2804,0,2.894154,6.4,Judi Dench
365,371353001,71.862892,5.9,Anton Yelchin
365,24922237,18.27083,6.0,Anton Yelchin
365,24185781,7.06762,6.4,Anton Yelchin
365,3542353,21.825564,6.4,Anton Yelchin
365,3220371,30.001024,6.7,Anton Yelchin
365,0,6.337735,6.1,Anton Yelchin
365,0,9.779444,6.5,Anton Yelchin
365,0,10.48009,4.5,Anton Yelchin
365,0,10.619574,7.4,Anton Yelchin
1523,78382433,18.827753,5.5,Elias Koteas
1523,35387212,17.971883,6.0,Elias Koteas
1523,44462,8.45342,6.5,Elias Koteas
1523,16,11.818333,6.4,Elias Koteas
1523,0,5.446832,6.5,Elias Koteas
1523,0,0.17817,4.8,Elias Koteas
1523,0,8.266124,5.6,Elias Koteas
1523,0,18.764453,5.2,Elias Koteas
1523,0,1.897761,5.2,Elias Koteas
504,207515725,25.170217,6.9,Benicio del Toro
504,84025816,55.424027,7.2,Benicio del Toro
504,60427839,32.243357,7.2,Benicio del Toro
504,34234008,8.634954,6.0,Benicio del Toro
504,19125401,8.775844,6.4,Benicio del Toro
504,10680275,44.511363,7.2,Benicio del Toro
504,3758328,25.112567,6.1,Benicio del Toro
504,2849142,8.842869,6.7,Benicio del Toro
504,0,21.214571,5.5,Benicio del Toro
2551,245676146,46.075037,6.8,Joan Allen
2551,73762516,42.57877,6.0,Joan Allen
2551,47801389,43.217089,7.7,Joan Allen
2551,35401758,66.11334,8.1,Joan Allen
2551,13681765,3.770161,7.1,Joan Allen
2551,8038061,14.916264,6.9,Joan Allen
2551,0,3.677831,5.9,Joan Allen
2551,0,7.029126,6.7,Joan Allen
2551,0,6.2464,6.4,Joan Allen
5304,890871626,115.699814,5.9,Tobey Maguire
5304,821708551,82.502566,6.8,Tobey Maguire
5304,783766341,35.149586,6.7,Tobey Maguire
5304,351040419,61.196071,7.3,Tobey Maguire
5304,43318349,22.07638,6.8,Tobey Maguire
5304,10680275,44.511363,7.2,Tobey Maguire
5304,5914908,5.347936,5.9,Tobey Maguire
5304,635096,5.516207,6.6,Tobey Maguire
5304,0,9.011729,6.9,Tobey Maguire
